,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,659470846.3,4238387285.96,4456503844.25,6615232623.18
Repayment Of Debt,-22362820024.89,-19700390119.71,-9950448398.68,-8843055849.47
Issuance Of Debt,23191024205.2,19004082022.42,10958528686.32,8299688087.06
Capital Expenditure,-6626316438.75,-2844036380.56,-3512057969.97,-4341531328.11
End Cash Position,11865580295.94,13393976259.24,10889042063.55,8187228962.23
Beginning Cash Position,13393976259.24,10889042063.55,8187228962.23,3170230312.5
Effect Of Exchange Rate Changes,-222922436.33,136317616.39,129933859.5,358404562.41
Changes In Cash,-1305473526.97,2368616579.3,2571879241.82,4658594087.32
Financing Cash Flow,-1446666305.94,-1827402704.87,-942849928.87,-1814245501.12
Net Other Financing Charges,167810547.49,146124810.23,-192404728.57,-45027284.66
Cash Dividends Paid,-2442681033.74,-1277219417.81,-1758525487.94,-1225850454.05
Net Issuance Payments Of Debt,828204180.31,-696308097.29,1008080287.64,-543367762.41
Net Long Term Debt Issuance,828204180.31,-696308097.29,1008080287.64,-543367762.41
Long Term Debt Payments,-22362820024.89,-19700390119.71,-9950448398.68,-8843055849.47
Long Term Debt Issuance,23191024205.2,19004082022.42,10958528686.32,8299688087.06
Investing Cash Flow,-7144594506.08,-2886404382.35,-4453832643.53,-4483924362.85
Net Other Investing Changes,-87267881.65,,,
Net Investment Purchase And Sale,-258180512.3,-121360407.32,-976461048.62,-156246798.64
Sale Of Investment,177369165.47,608018642.68,490738151.38,15460000.0
Purchase Of Investment,-435549677.77,-729379050.0,-1467199200.0,-171706798.64
Net Business Purchase And Sale,-229233928.32,-81659.09,0.0,
Purchase Of Business,-229233928.32,-81659.09,0.0,
Net PPE Purchase And Sale,-6569912183.81,-2764962315.94,-3477371594.91,-4327677564.21
Sale Of PPE,56404254.94,79074064.62,34686375.06,13853763.9
Purchase Of PPE,-6626316438.75,-2844036380.56,-3512057969.97,-4341531328.11
Operating Cash Flow,7285787285.05,7082423666.52,7968561814.22,10956763951.29
Change In Working Capital,-174401756.04,243413652.24,1614026529.06,2908786640.93
Change In Other Current Assets,53740289.3,540164.72,92050735.71,-92555122.33
Change In Payable,822962904.69,423208752.99,1099559844.48,384351088.43
Change In Inventory,-428086203.23,-380947268.46,303662327.48,242698393.44
Change In Receivables,-623018746.8,200612002.99,118753621.39,2374292281.39
Other Non Cash Items,350037087.38,-24335823.95,-16760524.96,-254716397.16
Depreciation And Amortization,3346047355.66,3082689006.8,2963318725.14,2994712426.34
Amortization Cash Flow,113208147.1,110154233.32,103379286.11,126228080.71
Depreciation,3232839208.56,2972534773.48,2859939439.03,2868484345.63
Gain Loss On Investment Securities,-92575816.57,29646188.38,-8199139.51,-12793356.64
Gain Loss On Sale Of PPE,-14348695.97,-6504015.86,-11971819.01,4227295.96
Net Income From Continuing Operations,3713304925.56,3619047741.72,3286790532.78,5011536639.03
Cash Flowsfromusedin Operating Activities Direct,7285787285.05,7082423666.52,7968561814.22,10956763951.29
Taxes Refund Paid Direct,1126531839.11,417719370.76,547361870.19,1064279073.32
Classesof Cash Payments,-33934493051.23,-30312444352.15,-25576244888.5,-28639646864.39
Other Cash Paymentsfrom Operating Activities,-1866794278.06,-1767476777.09,-1351391587.42,-1388371656.94
Paymentson Behalfof Employees,-5686664632.92,-5062438996.46,-4083949325.74,-4209558259.35
Paymentsto Suppliersfor Goodsand Services,-26381034140.25,-23482528578.6,-20140903975.34,-23041716948.1
Classesof Cash Receiptsfrom Operating Activities,40093748497.17,36977148647.91,32997444832.53,38532131742.36
Other Cash Receiptsfrom Operating Activities,632771139.83,687798276.19,455949974.42,323777103.09
Receiptsfrom Customers,39460977357.34,36289350371.72,32541494858.11,38208354639.27
