,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-69372563000.0,-14508584000.0,25874658000.0,-40179365000.0
Repayment Of Debt,-350494642000.0,-244732659000.0,-209363634000.0,-173618250000.0
Issuance Of Debt,483562471000.0,306980192000.0,248583822000.0,196301040000.0
Capital Expenditure,-37948731000.0,-34920632000.0,-30260294000.0,-32875454000.0
End Cash Position,167371620000.0,152637777000.0,144515492000.0,109741861000.0
Beginning Cash Position,152637777000.0,144515492000.0,109741861000.0,167669496000.0
Effect Of Exchange Rate Changes,-561050000.0,-972117000.0,390152000.0,-155619000.0
Changes In Cash,15294893000.0,9094402000.0,34383479000.0,-57772016000.0
Financing Cash Flow,94758261000.0,44591505000.0,33894223000.0,10602080000.0
Net Other Financing Charges,-12081324000.0,5611179000.0,16464953000.0,9673131000.0
Cash Dividends Paid,-22322469000.0,-19524561000.0,-18080229000.0,-18295776000.0
Net Issuance Payments Of Debt,133067829000.0,62247533000.0,39220188000.0,22682790000.0
Net Long Term Debt Issuance,133067829000.0,62247533000.0,39220188000.0,22682790000.0
Long Term Debt Payments,-350494642000.0,-244732659000.0,-209363634000.0,-173618250000.0
Long Term Debt Issuance,483562471000.0,306980192000.0,248583822000.0,196301040000.0
Investing Cash Flow,-48039536000.0,-55909151000.0,-55645696000.0,-61070185000.0
Net Other Investing Changes,-3400822000.0,1168423000.0,7460722000.0,1928756000.0
Net Investment Purchase And Sale,-7956856000.0,-26029468000.0,-38233060000.0,-33161911000.0
Sale Of Investment,16886252000.0,11080742000.0,9049156000.0,9523127000.0
Purchase Of Investment,-24843108000.0,-37110210000.0,-47282216000.0,-42685038000.0
Net Business Purchase And Sale,-1492928000.0,16483000.0,2917275000.0,1088754000.0
Sale Of Business,,16483000.0,2917275000.0,1091759000.0
Purchase Of Business,-1492928000.0,,,-3005000.0
Net PPE Purchase And Sale,-35188930000.0,-31064589000.0,-27790633000.0,-30925784000.0
Sale Of PPE,2759801000.0,3856043000.0,2469661000.0,1949670000.0
Purchase Of PPE,-37948731000.0,-34920632000.0,-30260294000.0,-32875454000.0
Capital Expenditure Reported,,,,
Operating Cash Flow,-31423832000.0,20412048000.0,56134952000.0,-7303911000.0
Change In Working Capital,-87009615000.0,-9821622000.0,51551881000.0,-37204399000.0
Change In Other Current Assets,-936287000.0,-1819832000.0,-1230195000.0,-1614866000.0
Change In Payable,32081885000.0,47571283000.0,78293239000.0,39774013000.0
Change In Inventory,19555516000.0,-9339880000.0,-21544050000.0,-47410891000.0
Change In Receivables,-137710729000.0,-46233193000.0,-3967113000.0,-27952655000.0
Other Non Cash Items,8658452000.0,6295791000.0,4590185000.0,5890142000.0
Deferred Tax,,,,
Depreciation And Amortization,23625850000.0,21305959000.0,20520991000.0,18352993000.0
Amortization Cash Flow,2020276000.0,1595989000.0,1518926000.0,1362954000.0
Depreciation,21605574000.0,19709970000.0,19002065000.0,16990039000.0
Gain Loss On Investment Securities,1263068000.0,-675660000.0,-840824000.0,-3522441000.0
Gain Loss On Sale Of PPE,-208399000.0,-602843000.0,-54748000.0,-545498000.0
Net Income From Continuing Operations,27078377000.0,32328729000.0,31794290000.0,29315202000.0
Cash Flowsfromusedin Operating Activities Direct,-31423832000.0,20412048000.0,56134952000.0,-7303911000.0
Taxes Refund Paid Direct,-27123448000.0,-28519089000.0,-24012334000.0,-22648137000.0
Classesof Cash Payments,-1093392203000.0,-1129172607000.0,-1093302550000.0,-1081342506000.0
Other Cash Paymentsfrom Operating Activities,-24775501000.0,-17255906000.0,-19780574000.0,-15905428000.0
Paymentson Behalfof Employees,-80858786000.0,-80378095000.0,-78315658000.0,-76368883000.0
Paymentsto Suppliersfor Goodsand Services,-987757916000.0,-1031538606000.0,-995206318000.0,-989068195000.0
Classesof Cash Receiptsfrom Operating Activities,1089091819000.0,1178103744000.0,1173449836000.0,1096686732000.0
Other Cash Receiptsfrom Operating Activities,16483551000.0,23309647000.0,26948483000.0,20883064000.0
Receiptsfrom Customers,1072608268000.0,1154794097000.0,1146501353000.0,1075803668000.0
