,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-30001036.527735,-148056544.4375,-45102908.224258,-424284373.595051
Tax Rate For Calcs,0.123702,0.25,0.2135,0.263384
Normalized EBITDA,6406649697.61,5429464449.68,2527231888.49,4371212350.68
Total Unusual Items,-242525897.09,-592226177.75,-211255329.6,-1610895792.15
Total Unusual Items Excluding Goodwill,-242525897.09,-592226177.75,-211255329.6,-1610895792.15
Net Income From Continuing Operation Net Minority Interest,4045416530.33,3323242749.9,555623916.73,990308727.22
Reconciled Depreciation,1260835720.49,1232069023.25,1090528441.34,965106136.79
Reconciled Cost Of Revenue,20015173377.35,18154402520.87,16446397811.26,13903320125.54
EBITDA,6164123800.52,4837238271.93,2315976558.89,2760316558.53
EBIT,4903288080.03,3605169248.68,1225448117.55,1795210421.74
Net Interest Income,69834150.53,-19381458.57,-445074392.34,-476522458.08
Interest Expense,302467921.86,326700977.29,534001852.22,493887828.44
Interest Income,394403443.41,330260984.95,95904316.56,27318005.49
Normalized Income,4257941390.892265,3767412383.2125,721776338.105742,2176920145.774949
Net Income From Continuing And Discontinued Operation,4045416530.33,3323242749.9,555623916.73,990308727.22
Total Expenses,24091449176.06,22062859675.5,19743740182.43,17622233634.9
Rent Expense Supplemental,5882325.3,26681435.44,35614409.06,49514635.05
Total Operating Income As Reported,4606344069.81,3270937084.92,666792851.74,1298463812.28
Diluted Average Shares,1203993015.0,1199726625.0,1182178546.0,1178938961.0
Basic Average Shares,1200420335.0,1199726625.0,1182178546.0,1178938961.0
Diluted EPS,3.36,2.77,0.47,0.84
Basic EPS,3.37,2.77,0.47,0.84
Net Income Common Stockholders,4045416530.33,3323242749.9,555623916.73,990308727.22
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4045416530.33,3323242749.9,555623916.73,990308727.22
Minority Interests,13728886.58,38940543.35,11801086.54,31733842.39
Net Income Including Noncontrolling Interests,4031687643.75,3284302206.55,543822830.19,958574884.83
Net Income Continuous Operations,4031687643.75,3284302206.55,543822830.19,958574884.83
Tax Provision,569132514.42,-5833935.16,147623435.14,342747708.47
Pretax Income,4600820158.17,3278468271.39,691446265.33,1301322593.3
Other Non Operating Income Expenses,-5523911.64,7531186.47,9133413.59,2858781.02
Special Income Charges,-316930635.75,-650215841.02,-458107427.94,-1389659879.59
Other Special Charges,-20783.35,-8796860.25,-1857181.8,-7104717.14
Write Off,29895068.42,11400857.96,90853252.24,-35445966.41
Impairment Of Capital Assets,287056350.68,647611843.31,369111357.5,1432210563.14
Net Non Operating Interest Income Expense,69834150.53,-19381458.57,-445074392.34,-476522458.08
Total Other Finance Cost,22101371.02,22941466.23,6976856.68,9952635.13
Interest Expense Non Operating,302467921.86,326700977.29,534001852.22,493887828.44
Interest Income Non Operating,394403443.41,330260984.95,95904316.56,27318005.49
Operating Income,4763356341.43,3667779462.62,1276901440.43,2455945821.25
Operating Expense,4076275798.71,3908457154.63,3297342371.17,3718913509.36
Other Operating Expenses,45922153.76,40368068.49,32522371.13,24578943.09
Depreciation And Amortization In Income Statement,167170033.51,231914860.33,198091720.93,172074017.64
Depreciation Income Statement,167170033.51,231914860.33,198091720.93,172074017.64
Research And Development,2842872872.68,2622086780.18,2234134605.38,2495586864.04
Selling General And Administration,356791297.07,349237841.49,240841534.03,357661247.58
Selling And Marketing Expense,133987482.78,130237428.13,80074006.97,117261326.12
General And Administrative Expense,222803814.29,219000413.36,160767527.06,240399921.46
Rent And Landing Fees,5882325.3,26681435.44,35614409.06,49514635.05
Gross Profit,8839632140.14,7576236617.25,4574243811.6,6174859330.61
Cost Of Revenue,20015173377.35,18154402520.87,16446397811.26,13903320125.54
Total Revenue,28854805517.49,25730639138.12,21020641622.86,20078179456.15
Operating Revenue,28854805517.49,25730639138.12,21020641622.86,20078179456.15
