,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-1646781.745602,883560.52206,-480631.049437,1404205.645
Tax Rate For Calcs,0.07801,0.082468,0.029404,0.25
Normalized EBITDA,229354400.3,398151575.37,296209124.47,85351114.37
Total Unusual Items,-21109749.9,10714019.59,-16345929.77,5616822.58
Total Unusual Items Excluding Goodwill,-21109749.9,10714019.59,-16345929.77,5616822.58
Net Income From Continuing Operation Net Minority Interest,116893358.66,315741881.6,203016327.66,29941906.96
Reconciled Depreciation,95672995.57,69904504.46,67354549.22,73658248.32
Reconciled Cost Of Revenue,2656261279.95,2843916304.68,1918982344.2,1767102078.98
EBITDA,208244650.4,408865594.96,279863194.7,90967936.95
EBIT,112571654.83,338961090.5,212508645.48,17309688.63
Net Interest Income,999915.17,3873515.25,-150502.72,-247282.71
Interest Expense,1197313.62,1690278.84,2710004.38,1869671.61
Interest Income,6079987.05,9283590.47,5065546.56,3367872.64
Normalized Income,136356326.814398,305911422.53206,218881626.380563,25729290.025
Net Income From Continuing And Discontinued Operation,116893358.66,315741881.6,203016327.66,29941906.96
Total Expenses,3567296344.67,3687021787.02,2583644030.67,2324350470.85
Rent Expense Supplemental,5681207.81,4813306.77,3780342.93,3103472.03
Total Operating Income As Reported,114694505.07,345210139.14,210607753.47,15510286.28
Diluted Average Shares,366207264.0,367355301.0,341951032.0,314515829.0
Basic Average Shares,366207264.0,361964785.0,339890051.0,313527822.0
Diluted EPS,0.3192,0.8595,0.5937,0.0952
Basic EPS,0.3192,0.8723,0.5973,0.0955
Net Income Common Stockholders,116893358.66,315741881.6,203016327.66,29941906.96
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,116893358.66,315741881.6,203016327.66,29941906.96
Minority Interests,14207383.39,6285017.07,-613454.13,168338.2
Net Income Including Noncontrolling Interests,102685975.27,309456864.53,203629781.79,29773568.76
Net Income Continuous Operations,102685975.27,309456864.53,203629781.79,29773568.76
Tax Provision,8688365.94,27813947.13,6168859.31,-14333551.74
Pretax Income,111374341.21,337270811.66,209798641.1,15440017.02
Other Non Operating Income Expenses,-3320163.86,-7939327.48,-809112.37,-70269.26
Special Income Charges,-20730529.9,10555825.14,-16109235.33,6867350.36
Other Special Charges,-230320.52,-544978.54,-2244820.46,-544900.11
Write Off,-1187872.03,-13172530.51,18871767.21,4388534.16
Impairment Of Capital Assets,22148722.45,3161683.91,-517711.42,-10710984.41
Net Non Operating Interest Income Expense,999915.17,3873515.25,-150502.72,-247282.71
Total Other Finance Cost,3882758.26,3719796.38,2506044.9,1745483.74
Interest Expense Non Operating,1197313.62,1690278.84,2710004.38,1869671.61
Interest Income Non Operating,6079987.05,9283590.47,5065546.56,3367872.64
Operating Income,95320189.15,319264334.37,212338464.5,3797382.2
Operating Expense,911035064.72,843105482.34,664661686.47,557248391.87
Other Operating Expenses,24585999.93,-1360589.51,13537746.02,10761647.37
Depreciation And Amortization In Income Statement,44847764.28,31697429.85,27716854.46,29559224.24
Depreciation Income Statement,44847764.28,31697429.85,27716854.46,29559224.24
Research And Development,169546249.82,166867028.94,124729305.25,108971026.83
Selling General And Administration,257255976.29,266064836.86,197820666.62,148542506.86
Selling And Marketing Expense,222638810.26,237002334.89,174333094.05,122448631.25
General And Administrative Expense,34617166.03,29062501.97,23487572.57,26093875.61
Rent And Landing Fees,5681207.81,4813306.77,3780342.93,3103472.03
Gross Profit,1006355253.87,1162369816.71,877000150.97,561045774.07
Cost Of Revenue,2656261279.95,2843916304.68,1918982344.2,1767102078.98
Total Revenue,3662616533.82,4006286121.39,2795982495.17,2328147853.05
Operating Revenue,3662616533.82,4006286121.39,2795982495.17,2328147853.05
