,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,42544418.1,11132865.77,23173056.27,-58614276.88
Repayment Of Debt,-52930000.0,-65620000.0,-86510000.0,-121310000.0
Issuance Of Debt,49675464.31,59940000.0,66950000.0,132330000.0
Capital Expenditure,-39632344.66,-28458079.96,-45469838.85,-10095026.2
End Cash Position,220112081.85,278248961.35,323333731.02,309015410.04
Beginning Cash Position,278248961.35,323333731.02,309015410.04,163447321.93
Changes In Cash,-58136879.5,-45084769.67,14318320.98,145568088.11
Financing Cash Flow,-86794936.24,-58395204.94,-61786593.61,228812230.06
Net Other Financing Charges,-8431061.63,-9822045.73,-9110913.76,261866813.8
Cash Dividends Paid,-75109338.92,-42893159.21,-33115679.85,-44074583.74
Net Issuance Payments Of Debt,-3254535.69,-5680000.0,-19560000.0,11020000.0
Net Long Term Debt Issuance,-3254535.69,-5680000.0,-19560000.0,11020000.0
Long Term Debt Payments,-52930000.0,-65620000.0,-86510000.0,-121310000.0
Long Term Debt Issuance,49675464.31,59940000.0,66950000.0,132330000.0
Investing Cash Flow,-53518706.02,-26280510.46,7462019.47,-34724891.27
Net Other Investing Changes,-15000000.0,,50000000.0,-30000000.0
Net Investment Purchase And Sale,1003903.53,2014569.5,2880658.32,5129654.93
Sale Of Investment,1003903.53,2014569.5,2880658.32,5129654.93
Net PPE Purchase And Sale,-39522609.55,-28295079.96,-45418638.85,-9854546.2
Sale Of PPE,109735.11,163000.0,51200.0,240480.0
Purchase Of PPE,-39632344.66,-28458079.96,-45469838.85,-10095026.2
Capital Expenditure Reported,,,,
Operating Cash Flow,82176762.76,39590945.73,68642895.12,-48519250.68
Change In Working Capital,-311728.06,-28375208.76,15763029.28,-112309496.43
Change In Other Current Assets,-2231347.92,-932226.21,-56186.14,-120135.81
Change In Payable,67173063.78,26801905.24,-1685408.25,-1992176.99
Change In Inventory,-15248004.52,1841249.0,1469847.15,-50125513.83
Change In Receivables,-50005439.4,-56086136.79,16034776.52,-60071669.8
Other Non Cash Items,6603579.36,10028112.81,6607936.71,5812150.06
Deferred Tax,,,,
Depreciation And Amortization,20625486.56,16911989.29,15770425.78,15967954.94
Amortization Cash Flow,1233261.95,882408.58,1028052.71,1212758.93
Depreciation,19392224.61,16029580.71,14742373.07,14755196.01
Gain Loss On Investment Securities,-1003903.53,-2014569.5,-2880658.32,-5129654.93
Gain Loss On Sale Of PPE,508976.78,-24269.34,-20502.09,-50221.59
Net Income From Continuing Operations,49141168.74,35844352.4,29406654.07,45367038.94
Cash Flowsfromusedin Operating Activities Direct,82176762.76,39590945.73,68642895.12,-48519250.68
Taxes Refund Paid Direct,-25572448.23,-24782292.57,-15206312.49,-11136554.01
Classesof Cash Payments,-220418168.76,-207195702.46,-202440602.62,-218035146.19
Other Cash Paymentsfrom Operating Activities,-57593277.45,-55185164.87,-48033227.5,-43441121.26
Paymentson Behalfof Employees,-82853404.26,-75329676.51,-79870533.16,-77999393.61
Paymentsto Suppliersfor Goodsand Services,-79971487.05,-76680861.08,-74536841.96,-96594631.32
Classesof Cash Receiptsfrom Operating Activities,328167379.75,271568940.76,286289810.23,180652449.52
Other Cash Receiptsfrom Operating Activities,5820064.04,7920353.62,10547008.29,8865134.44
Receiptsfrom Customers,322347315.71,263648587.14,275742801.94,171787315.08
