,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-69505439.31,-15693267.304466,-135991168.2475,-34609534.117629
Tax Rate For Calcs,0.25,0.035328,0.25,0.202455
Normalized EBITDA,-57440036.85,-307210019.75,-38589091.25,436957500.2
Total Unusual Items,-278021757.24,-444221503.24,-543964672.99,-170949652.1
Total Unusual Items Excluding Goodwill,-278021757.24,-444221503.24,-543964672.99,-170949652.1
Net Income From Continuing Operation Net Minority Interest,-527659624.37,-794651314.85,-687006434.83,67757343.38
Reconciled Depreciation,192725435.98,142476723.59,172222539.64,170196131.45
Reconciled Cost Of Revenue,458612688.78,411211217.36,562352538.23,411966286.69
EBITDA,-335461794.09,-751431522.99,-582553764.24,266007848.1
EBIT,-528187230.07,-893908246.58,-754776303.88,95811716.65
Net Interest Income,-4862533.52,-3824181.84,-4511400.73,-7674940.97
Interest Expense,5904038.3,6810068.73,10537942.64,13037292.3
Interest Income,1453198.72,3230273.4,6100485.95,5940926.06
Normalized Income,-319143306.44,-366123078.914466,-279032930.0875,204097461.362371
Net Income From Continuing And Discontinued Operation,-527659624.37,-794651314.85,-687006434.83,67757343.38
Total Expenses,651126695.22,749910881.03,813054602.7,674037100.63
Rent Expense Supplemental,7412316.42,7180388.33,4411123.66,2681285.26
Total Operating Income As Reported,-530017875.39,-891142771.58,-765219311.45,82383918.75
Diluted Average Shares,948005074.0,948044995.0,950742368.0,919366939.0
Basic Average Shares,948005074.0,948044995.0,950742368.0,919366939.0
Diluted EPS,-0.5566,-0.8382,-0.7226,0.0737
Basic EPS,-0.5566,-0.8382,-0.7226,0.0737
Net Income Common Stockholders,-527659624.37,-794651314.85,-687006434.83,67757343.38
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-527659624.37,-794651314.85,-687006434.83,67757343.38
Minority Interests,15286851.87,74246808.99,85183225.26,1740977.49
Net Income Including Noncontrolling Interests,-542946476.24,-868898123.84,-772189660.09,66016365.89
Net Income Continuous Operations,-542946476.24,-868898123.84,-772189660.09,66016365.89
Tax Provision,8855207.87,-31820191.47,6875413.57,16758058.46
Pretax Income,-534091268.37,-900718315.31,-765314246.52,82774424.35
Other Non Operating Income Expenses,-4073392.98,-9575543.73,-94935.07,390505.6
Special Income Charges,-224678180.19,-427343359.96,-461383750.18,-104232754.05
Other Special Charges,-570033.97,-274053.03,483.4,-18037.59
Write Off,33872105.96,60375495.65,107919086.45,23797088.14
Impairment Of Capital Assets,191376108.2,367241917.34,353464180.33,80453703.5
Net Non Operating Interest Income Expense,-4862533.52,-3824181.84,-4511400.73,-7674940.97
Total Other Finance Cost,411693.94,244386.51,73944.04,578574.73
Interest Expense Non Operating,5904038.3,6810068.73,10537942.64,13037292.3
Interest Income Non Operating,1453198.72,3230273.4,6100485.95,5940926.06
Operating Income,-197088522.41,-319059120.89,-191790031.99,258795401.23
Operating Expense,192514006.44,338699663.67,250702064.47,262070813.94
Other Operating Expenses,2100853.27,2782195.74,4284716.77,4690929.47
Depreciation And Amortization In Income Statement,58017183.88,85782939.56,84278447.61,85027499.01
Amortization,46840595.11,71954268.11,70656850.48,71113561.21
Depreciation Income Statement,11176588.77,13828671.45,13621597.13,13913937.8
Research And Development,69834565.21,187909509.7,100455655.62,82853568.48
Selling General And Administration,18147674.97,24438452.98,28354793.76,56432549.81
Selling And Marketing Expense,1540529.22,1439765.58,3762732.4,16327899.98
General And Administrative Expense,16607145.75,22998687.4,24592061.36,40104649.83
Rent And Landing Fees,7412316.42,7180388.33,4411123.66,2681285.26
Gross Profit,-4574515.97,19640542.78,58912032.48,520866215.17
Cost Of Revenue,458612688.78,411211217.36,562352538.23,411966286.69
Total Revenue,454038172.81,430851760.14,621264570.71,932832501.86
Operating Revenue,454038172.81,430851760.14,621264570.71,932832501.86
