,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-484335755.32,-883135189.31,-1208174514.06,-71890737.0
Repayment Of Debt,-368466368.9,-456000000.0,-16000000.0,-944000000.0
Issuance Of Debt,667130250.34,570956368.9,441510000.0,
Capital Expenditure,-312859728.28,-418387661.44,-608041553.4,-518753655.51
End Cash Position,692891259.05,301012263.7,1276933433.36,1612819445.52
Beginning Cash Position,301012263.7,1276933433.36,1612819445.52,248927266.87
Effect Of Exchange Rate Changes,-911864.46,204591.32,62142.0,-408798.72
Changes In Cash,392790859.81,-976125760.98,-335948154.16,1364300977.37
Financing Cash Flow,719521547.41,33478587.08,331758271.09,2390031558.95
Net Other Financing Charges,456307834.4,-86258.63,6267658.63,3486367176.49
Cash Dividends Paid,-35450168.43,-81391523.19,-100019387.54,-152335617.54
Net Issuance Payments Of Debt,298663881.44,114956368.9,425510000.0,-944000000.0
Net Long Term Debt Issuance,298663881.44,114956368.9,425510000.0,-944000000.0
Long Term Debt Payments,-368466368.9,-456000000.0,-16000000.0,-944000000.0
Long Term Debt Issuance,667130250.34,570956368.9,441510000.0,
Investing Cash Flow,-155254660.56,-544856820.19,-67573464.59,-1472593500.09
Net Other Investing Changes,,10880977.98,23564262.7,28703049.94
Net Investment Purchase And Sale,157605067.72,-137350136.73,515823726.11,-983176703.37
Sale Of Investment,1107605067.72,1562774072.2,2245910632.78,1466839369.27
Purchase Of Investment,-950000000.0,-1700124208.93,-1730086906.67,-2450016072.64
Net PPE Purchase And Sale,-312859728.28,-418387661.44,-606961453.4,-518119846.66
Sale Of PPE,,0.0,1080100.0,633808.85
Purchase Of PPE,-312859728.28,-418387661.44,-608041553.4,-518753655.51
Operating Cash Flow,-171476027.04,-464747527.87,-600132960.66,446862918.51
Change In Working Capital,-536445868.78,-554303112.14,-763322818.13,54946226.05
Change In Other Current Assets,-11618531.25,-56107860.44,-18167185.82,-279730.24
Change In Payable,246156804.21,76642556.61,98338404.18,38108427.79
Change In Inventory,-83907127.69,-37190616.17,-194780687.3,-55147754.8
Change In Receivables,-687077014.05,-537647192.14,-648713349.19,72265283.3
Other Non Cash Items,21490295.36,20635454.69,-6216394.12,-1277232.06
Depreciation And Amortization,243214205.49,193692056.24,157050678.92,147979382.16
Amortization Cash Flow,4526998.54,4961450.02,5128778.71,5116426.45
Depreciation,238687206.95,188730606.22,151921900.21,142862955.71
Gain Loss On Investment Securities,-3885175.8,-13053432.93,-14070505.44,-19402848.3
Gain Loss On Sale Of PPE,813141.05,,-906327.77,-508985.61
Net Income From Continuing Operations,62649871.76,-156344883.01,17200210.79,265107994.15
Cash Flowsfromusedin Operating Activities Direct,-171476027.04,-464747527.87,-600132960.66,446862918.51
Taxes Refund Paid Direct,-70178479.27,26146858.08,24759002.13,-71272057.39
Classesof Cash Payments,-6858885112.45,-5394083340.89,-4401172897.63,-3933313683.42
Other Cash Paymentsfrom Operating Activities,-93146779.03,-56562610.13,-79776594.25,-62651456.37
Paymentson Behalfof Employees,-253339222.27,-201279620.85,-168863950.07,-169981788.58
Paymentsto Suppliersfor Goodsand Services,-6512399111.15,-5136241109.91,-4152532353.31,-3700680438.47
Classesof Cash Receiptsfrom Operating Activities,6757587564.68,4903188954.94,3776280934.84,4451448659.32
Other Cash Receiptsfrom Operating Activities,50438387.21,19375612.42,47505204.45,99572020.05
Receiptsfrom Customers,6707149177.47,4883813342.52,3728775730.39,4351876639.27
