,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,346000000.0,346000000.0,346000000.0,346000000.0
Share Issued,346000000.0,346000000.0,346000000.0,346000000.0
Net Debt,72472950.61,,87841858.41,
Total Debt,695273236.25,578475969.34,510424566.31,421500153.98
Tangible Book Value,1298720992.33,1294350202.05,1260612411.88,1286267321.35
Invested Capital,2068419274.56,1968500500.6,1939871970.09,1837212232.72
Working Capital,696996253.42,714779095.2,785014145.59,759601920.54
Net Tangible Assets,1298720992.33,1294350202.05,1260612411.88,1286267321.35
Common Stock Equity,1418212879.99,1408935737.84,1431473355.65,1415867544.4
Total Capitalization,1705130932.88,1673250820.06,1706193897.87,1553667991.62
Total Equity Gross Minority Interest,1423714948.71,1413502149.16,1435422566.72,1419864738.98
Minority Interest,5502068.72,4566411.32,3949211.07,3997194.58
Stockholders Equity,1418212879.99,1408935737.84,1431473355.65,1415867544.4
Treasury Stock,,24299161.7,12274334.7,
Retained Earnings,481103713.45,489302251.78,500742242.66,475425983.47
Additional Paid In Capital,548748827.96,560901881.57,560901881.57,560901881.57
Capital Stock,346000000.0,346000000.0,346000000.0,346000000.0
Common Stock,346000000.0,346000000.0,346000000.0,346000000.0
Total Liabilities Net Minority Interest,831445160.63,724724302.11,615048281.48,594244072.34
Total Non Current Liabilities Net Minority Interest,324403024.18,297227005.44,353093699.24,217330329.94
Non Current Deferred Revenue,15895046.95,10522977.11,55240907.27,55765765.59
Non Current Deferred Taxes Liabilities,21589924.34,22388946.11,23132249.75,23764117.13
Long Term Debt And Capital Lease Obligation,286918052.89,264315082.22,274720542.22,137800447.22
Long Term Debt,286918052.89,264315082.22,274720542.22,137800447.22
Current Liabilities,507042136.45,427497296.67,261954582.24,376913742.4
Other Current Liabilities,12646.76,6795.77,19597.82,6258.87
Current Debt And Capital Lease Obligation,408355183.36,314160887.12,235704024.09,283699706.76
Current Debt,363288341.68,295249680.54,233678072.22,283544241.1
Payables,98577023.5,113154142.21,26080207.86,93155538.39
Other Payable,8436622.07,8797713.98,8760403.94,11008483.72
Total Tax Payable,6237613.47,4568801.38,2903718.48,15783091.03
Accounts Payable,83902787.96,99787626.85,14416085.44,66363963.64
Total Assets,2255160109.34,2138226451.27,2050470848.2,2014108811.32
Total Non Current Assets,1051121719.47,995950059.4,1003502120.37,877593148.38
Other Non Current Assets,77807509.44,1546810.89,11894878.58,49840884.49
Non Current Deferred Assets,7187926.94,8876743.65,3649318.63,4931397.3
Non Current Deferred Taxes Assets,13791876.57,8523553.67,15335054.91,14164278.82
Investmentin Financial Assets,2500000.0,,,
Available For Sale Securities,2500000.0,,,
Goodwill And Other Intangible Assets,119491887.66,114585535.79,170860943.77,129600223.05
Other Intangible Assets,114866512.55,105130716.27,152837327.66,111576606.94
Goodwill,4625375.11,9454819.52,18023616.11,18023616.11
Net PPE,830342518.86,862417415.4,801761924.48,679056364.72
Accumulated Depreciation,-436081316.08,-368412388.53,-307332438.3,-280292926.72
Gross PPE,1266423834.94,1230829803.93,1109094362.78,959349291.44
Construction In Progress,37806920.38,733207.55,310984280.23,281373781.41
Other Properties,28947500.04,26684807.46,19270883.52,21303941.57
Machinery Furniture Equipment,631060395.19,637643136.04,399342398.53,407845052.81
Buildings And Improvements,,,,
Properties,568609019.33,565768652.88,379496800.5,248826515.65
Current Assets,1204038389.87,1142276391.87,1046968727.83,1136515662.94
Other Current Assets,7924158.21,7322163.96,11412675.91,15100342.83
Prepaid Assets,64419956.39,63128743.75,83317071.75,99962281.96
Inventory,367209048.7,351669554.27,378816066.73,336765433.59
Inventories Adjustments Allowances,0.0,0.0,,
Finished Goods,24359587.65,13435365.79,10804671.2,9718763.26
Work In Process,2083615.09,2600977.7,33710.03,30048.3
Raw Materials,340765845.96,335633210.78,367977685.5,327016622.03
Other Receivables,4516570.35,9821762.02,5438356.35,12095650.52
Accounts Receivable,182235212.26,149353621.12,147427801.06,159760761.22
Allowance For Doubtful Accounts Receivable,-11859430.75,-9752154.98,-8967602.73,-9289250.1
Gross Accounts Receivable,194094643.01,159105776.1,156395403.79,169050011.32
Cash Cash Equivalents And Short Term Investments,577733443.96,560980546.75,420556756.03,512831192.82
Other Short Term Investments,,,,
Cash And Cash Equivalents,577733443.96,560980546.75,420556756.03,512831192.82
Cash Equivalents,20476472.58,52267462.49,10724007.54,33411584.43
Cash Financial,557256971.38,508713084.26,409832748.49,479419608.39
