,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1033460000.0,1033460000.0,1033460000.0,1033460000.0
Share Issued,1033460000.0,1033460000.0,1033460000.0,1033460000.0
Total Debt,13761732.14,11805194.15,16169369.75,3817311.04
Tangible Book Value,2455728585.36,2375553417.09,2174531521.66,1949238697.7
Invested Capital,2779628449.49,2696898622.36,2603439925.75,2370750121.33
Working Capital,1645553053.84,1607025019.26,1587904079.79,1467712036.33
Net Tangible Assets,2455728585.36,2375553417.09,2174531521.66,1949238697.7
Capital Lease Obligations,10363022.79,8225645.5,6476054.77,956839.16
Common Stock Equity,2779628449.49,2696898622.36,2597041185.22,2370750121.33
Total Capitalization,2779628449.49,2696898622.36,2597041185.22,2370750121.33
Total Equity Gross Minority Interest,2779628449.49,2696898622.36,2597041185.22,2384853000.26
Minority Interest,,,,14102878.93
Stockholders Equity,2779628449.49,2696898622.36,2597041185.22,2370750121.33
Treasury Stock,,,7596960.0,22790880.0
Retained Earnings,922066905.65,844502336.19,776215911.76,600065990.24
Additional Paid In Capital,476587659.72,476587659.72,459893499.72,427967398.61
Capital Stock,1033460000.0,1033460000.0,1033460000.0,1033460000.0
Common Stock,1033460000.0,1033460000.0,1033460000.0,1033460000.0
Total Liabilities Net Minority Interest,668977628.73,595661737.89,871513792.27,716063030.42
Total Non Current Liabilities Net Minority Interest,35151305.57,28589462.69,22207327.13,13440726.35
Other Non Current Liabilities,7911420.54,9414790.25,7241774.8,5161017.04
Non Current Deferred Revenue,3858985.0,2871425.0,4586425.0,5285000.0
Non Current Deferred Taxes Liabilities,13017877.24,8077601.94,3903072.56,2037870.15
Long Term Debt And Capital Lease Obligation,10363022.79,8225645.5,6476054.77,956839.16
Long Term Capital Lease Obligation,10363022.79,8225645.5,6476054.77,956839.16
Current Liabilities,633826323.16,567072275.2,849306465.14,702622304.07
Other Current Liabilities,21921761.17,18525712.08,21291699.48,28368082.15
Current Debt And Capital Lease Obligation,3398709.35,3579548.65,9693314.98,2860471.88
Current Debt,,,6398740.53,
Payables,388265423.17,378584795.93,463069738.22,371384071.65
Other Payable,89853108.68,87647861.67,69107520.11,85344210.85
Total Tax Payable,6962435.19,14129831.2,63147279.32,20173904.79
Accounts Payable,291449879.3,276807103.06,330814938.79,265865956.01
Total Assets,3448606078.22,3292560360.25,3468554977.49,3100916030.68
Total Non Current Assets,1169226701.22,1118463065.79,1031344432.56,930581690.28
Other Non Current Assets,279729623.05,271613796.67,82123466.89,51700876.46
Non Current Deferred Assets,141509.44,361678.77,789395.3,1217111.66
Non Current Deferred Taxes Assets,23987538.33,20635978.39,20934480.7,18273231.53
Investment Properties,43501520.84,57702115.37,61170488.95,40863007.57
Goodwill And Other Intangible Assets,323899864.13,321345205.27,422509663.56,421511423.63
Other Intangible Assets,84789903.7,82235244.84,83448907.68,82450667.75
Goodwill,239109960.43,239109960.43,339060755.88,339060755.88
Net PPE,497966645.43,446804291.32,443816937.16,397016039.43
Accumulated Depreciation,-324348016.78,-276227076.14,-235285430.7,-205096835.67
Gross PPE,822314662.21,723031367.46,679102367.86,602112875.1
Construction In Progress,80990975.59,37212936.36,8229932.12,111633254.06
Other Properties,33698069.38,30564171.12,26979971.5,19068997.2
Machinery Furniture Equipment,411987005.87,402917251.09,392982510.37,291578147.69
Buildings And Improvements,,,,
Properties,295638611.37,252337008.89,250909953.87,179832476.15
Current Assets,2279379377.0,2174097294.46,2437210544.93,2170334340.4
Other Current Assets,17588854.17,18319020.18,16424951.74,27040375.14
Prepaid Assets,10734016.72,6163134.26,90064071.48,27958668.92
Inventory,364604963.59,379631213.37,518094623.6,491738716.96
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,142008369.24,170231757.04,221696639.53,130315008.52
Finished Goods,19449763.86,39335980.96,43695938.12,4277637.7
Work In Process,27863427.18,19206671.91,42067264.2,108486138.76
Raw Materials,175283403.31,150856803.46,210634781.75,248659931.98
Other Receivables,97950857.54,290936409.94,237225811.46,144819270.63
Accounts Receivable,238887962.02,217520259.01,261506080.62,311526498.53
Allowance For Doubtful Accounts Receivable,-60547017.76,-59403805.35,-67313978.36,-65813173.39
Gross Accounts Receivable,299434979.78,276924064.36,328820058.98,377339671.92
Cash Cash Equivalents And Short Term Investments,1549612722.96,1261527257.7,1313895006.03,1167250810.22
Other Short Term Investments,,,100164330.68,191393541.67
Cash And Cash Equivalents,1549612722.96,1261527257.7,1213730675.35,975857268.55
Cash Equivalents,47273401.51,28715092.12,130604825.47,47296304.18
Cash Financial,1502339321.45,1232812165.58,1083125849.88,928560964.37
