,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,2002717.615043,-10813.470944,-197240.595557,-4138821.112803
Tax Rate For Calcs,0.087085,0.002413,0.000548,0.029943
Normalized EBITDA,18447254.82,215364574.43,-193995080.27,-472819027.53
Total Unusual Items,22997400.97,-4481408.3,-359636107.12,-138222075.92
Total Unusual Items Excluding Goodwill,22997400.97,-4481408.3,-359636107.12,-138222075.92
Net Income From Continuing Operation Net Minority Interest,-22131982.95,82573374.35,-745443563.12,-718724070.2
Reconciled Depreciation,41779660.87,34382877.71,38060628.25,47287682.64
Reconciled Cost Of Revenue,355789745.88,352369070.4,462966838.2,847884496.62
EBITDA,41444655.79,210883166.13,-553631187.39,-611041103.45
EBIT,-335005.08,176500288.42,-591691815.64,-658328786.09
Net Interest Income,-22135535.09,-92395629.21,-153472773.93,-85539351.91
Interest Expense,23419488.83,93575449.86,154022286.18,82659010.15
Interest Income,1526075.66,1217458.22,595900.01,-1862618.4
Normalized Income,-43126666.304957,87043969.179056,-386004696.595557,-584640815.392803
Net Income From Continuing And Discontinued Operation,-22131982.95,82573374.35,-745443563.12,-718724070.2
Total Expenses,465266025.02,468741647.59,568114336.35,1073212622.48
Total Operating Income As Reported,4436365.8,102134187.23,-659212937.76,-519607445.52
Diluted Average Shares,2213198295.0,1376222906.0,1490887126.0,704631441.0
Basic Average Shares,2213198295.0,1376222906.0,1490887126.0,704631441.0
Diluted EPS,-0.01,0.06,-0.5,-1.02
Basic EPS,-0.01,0.06,-0.5,-1.02
Net Income Common Stockholders,-22131982.95,82573374.35,-745443563.12,-718724070.2
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-22131982.95,82573374.35,-745443563.12,-718724070.2
Minority Interests,-446137.73,-151369.67,-138444.41,76127.46
Net Income Including Noncontrolling Interests,-21685845.22,82724744.02,-745305118.71,-718800197.66
Net Income Continuous Operations,-21685845.22,82724744.02,-745305118.71,-718800197.66
Tax Provision,-2068648.69,200094.54,-408983.11,-22187598.58
Pretax Income,-23754493.91,82924838.56,-745714101.82,-740987796.24
Other Non Operating Income Expenses,-28190859.71,-19209348.67,-86501164.06,-221380350.72
Special Income Charges,22997400.97,-4481408.3,-359636107.12,-138222075.92
Other Special Charges,-27736417.98,-173535.37,9528313.44,20312.52
Write Off,4739017.01,-16558968.68,301608883.07,17910046.15
Impairment Of Capital Assets,,21213912.35,48498910.61,120291717.25
Net Non Operating Interest Income Expense,-22135535.09,-92395629.21,-153472773.93,-85539351.91
Total Other Finance Cost,242121.92,37637.57,46387.76,1017723.36
Interest Expense Non Operating,23419488.83,93575449.86,154022286.18,82659010.15
Interest Income Non Operating,1526075.66,1217458.22,595900.01,-1862618.4
Operating Income,-59899461.3,-101914292.9,-147040896.61,-293233115.76
Operating Expense,109476279.14,116372577.19,105147498.15,225328125.86
Other Operating Expenses,8888598.05,9430019.55,5693182.12,7384981.74
Depreciation And Amortization In Income Statement,21000453.97,31175641.88,26236256.07,34508569.64
Depreciation Income Statement,21000453.97,31175641.88,26236256.07,34508569.64
Research And Development,16521546.13,15903588.67,14764013.12,36798269.87
Selling General And Administration,32675823.9,39530761.1,33720282.29,96823936.99
Selling And Marketing Expense,1997581.07,1978495.6,959305.28,8853838.37
General And Administrative Expense,30678242.83,37552265.5,32760977.01,87970098.62
Gross Profit,49576817.84,14458284.29,-41893398.46,-67904989.9
Cost Of Revenue,355789745.88,352369070.4,462966838.2,847884496.62
Total Revenue,405366563.72,366827354.69,421073439.74,779979506.72
Operating Revenue,405366563.72,366827354.69,421073439.74,779979506.72
