,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-13711761.26,-4450914.446693,-88382.392221,117005.309911
Tax Rate For Calcs,0.25,0.055487,0.064904,0.100159
Normalized EBITDA,49266997.96,73036502.48,122064779.36,161739858.89
Total Unusual Items,-54847045.04,-80216078.27,-1361742.81,1168193.83
Total Unusual Items Excluding Goodwill,-54847045.04,-80216078.27,-1361742.81,1168193.83
Net Income From Continuing Operation Net Minority Interest,-60829451.09,-59635948.08,62460929.05,95474340.49
Reconciled Depreciation,46645084.05,46194554.14,43331723.94,40176702.46
Reconciled Cost Of Revenue,503147832.01,558715207.03,648258169.38,729352253.79
EBITDA,-5580047.08,-7179575.79,120703036.55,162908052.72
EBIT,-52225131.13,-53374129.93,77371312.61,122731350.26
Net Interest Income,-33553.4,-6304410.18,-7788275.58,-6208589.18
Interest Expense,6049278.09,9765202.68,10575046.72,8627741.51
Interest Income,6296861.96,3854386.94,3138913.56,2819392.07
Normalized Income,-19694167.31,16129215.743307,63734289.467779,94423151.969911
Net Income From Continuing And Discontinued Operation,-60829451.09,-59635948.08,62460929.05,95474340.49
Total Expenses,597311796.19,675960806.25,739740779.99,827442007.98
Total Operating Income As Reported,-58439981.39,-71116519.48,68454187.68,113305818.8
Diluted Average Shares,106718335.0,108428997.0,107691257.0,92693534.0
Basic Average Shares,106718335.0,108428997.0,107691257.0,92693534.0
Diluted EPS,-0.57,-0.55,0.58,1.03
Basic EPS,-0.57,-0.55,0.58,1.03
Net Income Common Stockholders,-60829451.09,-59635948.08,62460929.05,95474340.49
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-60829451.09,-59635948.08,62460929.05,95474340.49
Minority Interests,,,0.0,-7200746.93
Net Income Including Noncontrolling Interests,-60829451.09,-59635948.08,62460929.05,102675087.42
Net Income Continuous Operations,-60829451.09,-59635948.08,62460929.05,102675087.42
Tax Provision,2555041.87,-3503384.53,4335336.84,11428521.33
Pretax Income,-58274409.22,-63139332.61,66796265.89,114103608.75
Other Non Operating Income Expenses,165572.17,7977186.87,-1657921.79,797789.95
Special Income Charges,-54847045.04,-81035276.78,-1361742.81,1168193.83
Other Special Charges,-46156.6,-13885.73,-242485.41,-181850.5
Write Off,49600.11,6664199.67,1043349.22,-1184044.99
Impairment Of Capital Assets,54843601.53,74384962.84,560879.0,197701.66
Net Non Operating Interest Income Expense,-33553.4,-6304410.18,-7788275.58,-6208589.18
Total Other Finance Cost,281137.27,393594.44,352142.42,400239.74
Interest Expense Non Operating,6049278.09,9765202.68,10575046.72,8627741.51
Interest Income Non Operating,6296861.96,3854386.94,3138913.56,2819392.07
Operating Income,-9232480.96,14840468.7,76375982.95,117600587.14
Operating Expense,94163964.18,117245599.22,91482610.61,98089754.19
Other Operating Expenses,7559982.2,7522653.73,7732682.38,8941015.49
Depreciation And Amortization In Income Statement,14736791.85,14144904.64,12087333.03,10728284.07
Amortization,,,,
Depreciation Income Statement,14736791.85,14144904.64,12087333.03,10728284.07
Research And Development,25003538.05,32975314.77,32438449.77,37432822.51
Selling General And Administration,22582959.23,35750656.48,25808281.94,23565390.12
Selling And Marketing Expense,8142532.67,13863241.33,10205959.32,8885719.92
General And Administrative Expense,14440426.56,21887415.15,15602322.62,14679670.2
Gross Profit,84931483.22,132086067.92,167858593.56,215690341.33
Cost Of Revenue,503147832.01,558715207.03,648258169.38,729352253.79
Total Revenue,588079315.23,690801274.95,816116762.94,945042595.12
Operating Revenue,588079315.23,690801274.95,816116762.94,945042595.12
