,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-5211212.019221,-10052225.687483,7167488.257657,21180480.927077
Tax Rate For Calcs,0.195745,0.163544,0.203841,0.215487
Normalized EBITDA,8183356573.52,7328492831.82,6929437359.42,7091026261.75
Total Unusual Items,-26622406.87,-61464924.89,35162089.01,98291048.11
Total Unusual Items Excluding Goodwill,-26622406.87,-61464924.89,35162089.01,98291048.11
Net Income From Continuing Operation Net Minority Interest,4322350576.04,4012333934.96,3722542259.96,3919673606.25
Reconciled Depreciation,2707255661.67,2386147155.13,2171714651.58,2004379852.19
Reconciled Cost Of Revenue,68113962592.03,62515353749.3,51825247195.56,47489510375.85
EBITDA,8156734166.65,7267027906.93,6964599448.43,7189317309.86
EBIT,5449478504.98,4880880751.8,4792884796.85,5184937457.67
Net Interest Income,-34674232.14,-110866255.98,70757904.23,-74470214.0
Interest Expense,146888792.4,111692999.31,80412737.61,131956089.45
Interest Income,166683686.59,68762940.97,204120017.07,85314844.56
Normalized Income,4343761770.890779,4063746634.162517,3694547659.207657,3842563039.067077
Net Income From Continuing And Discontinued Operation,4322350576.04,4012333934.96,3722542259.96,3919673606.25
Total Expenses,69776098543.95,63954826384.07,52996118203.11,48480063126.22
Rent Expense Supplemental,9383109.75,12282618.26,11493323.44,9384263.51
Total Operating Income As Reported,5332872092.2,4802798198.72,4787975611.83,5102322488.68
Diluted Average Shares,3439445035.0,3444063463.0,3442654453.0,3439517029.0
Basic Average Shares,3436437093.0,3444359117.0,3442017809.0,3437707074.0
Diluted EPS,1.2567,1.1649,1.0813,1.1396
Basic EPS,1.2578,1.1649,1.0815,1.1402
Net Income Common Stockholders,4322350576.04,4012333934.96,3722542259.96,3919673606.25
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4322350576.04,4012333934.96,3722542259.96,3919673606.25
Minority Interests,57718076.65,23118690.69,-29333057.16,-44454020.43
Net Income Including Noncontrolling Interests,4264632499.39,3989215244.27,3751875317.12,3964127626.68
Net Income Continuous Operations,4264632499.39,3989215244.27,3751875317.12,3964127626.68
Tax Provision,1037957213.19,779972508.22,960596742.12,1088853741.54
Pretax Income,5302589712.58,4769187752.49,4712472059.24,5052981368.22
Other Non Operating Income Expenses,-30282379.62,-33610446.23,-75503552.59,-49341120.46
Special Income Charges,-57793330.04,,,
Other Special Charges,39206642.45,55487202.99,28891403.32,-40393317.44
Write Off,18586687.59,32999090.33,27232676.32,17636543.67
Net Non Operating Interest Income Expense,-34674232.14,-110866255.98,70757904.23,-74470214.0
Total Other Finance Cost,54469126.33,67936197.64,52949375.23,27828969.11
Interest Expense Non Operating,146888792.4,111692999.31,80412737.61,131956089.45
Interest Income Non Operating,166683686.59,68762940.97,204120017.07,85314844.56
Operating Income,5500748876.87,5077840472.88,4688231384.85,5059250848.95
Operating Expense,1662135951.92,1439472634.77,1170871007.55,990552750.37
Other Operating Expenses,298659121.8,258652719.09,191842911.67,162303839.17
Depreciation And Amortization In Income Statement,162605394.62,155338256.33,159824021.42,158942685.01
Depreciation Income Statement,162605394.62,155338256.33,159824021.42,158942685.01
Research And Development,162412528.23,168931472.92,131117743.96,49674108.78
Selling General And Administration,334651195.0,338249194.16,324600562.83,363210616.2
Selling And Marketing Expense,45128579.65,42815292.18,43523975.5,118881492.15
General And Administrative Expense,289522615.35,295433901.98,281076587.33,244329124.05
Rent And Landing Fees,9383109.75,12282618.26,11493323.44,9384263.51
Gross Profit,7162884828.79,6517313107.65,5859102392.4,6049803599.32
Cost Of Revenue,68113962592.03,62515353749.3,51825247195.56,47489510375.85
Total Revenue,75276847420.82,69032666856.95,57684349587.96,53539313975.17
Operating Revenue,75276847420.82,69032666856.95,57684349587.96,53539313975.17
