,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,142958262.4,722675233.0,553230330.81,-131689425.03
Repayment Of Debt,0.0,,,
Capital Expenditure,-34602098.97,-40645363.41,-57212251.84,-96900719.92
End Cash Position,2309238593.71,1990989697.94,1185675103.58,1675928534.37
Beginning Cash Position,1990989697.94,1185675103.58,1675928534.37,1713797184.45
Effect Of Exchange Rate Changes,42817095.0,-8327265.28,-912719.79,-3692232.88
Changes In Cash,275431800.77,813641859.64,-489340711.0,-34176417.2
Financing Cash Flow,-150710512.82,-49904757.11,-1327878388.55,-787973638.9
Net Other Financing Charges,-30420018.15,179000342.89,-181511688.55,-20040638.9
Cash Dividends Paid,-114452550.0,-228905100.0,-1145450700.0,-767017000.0
Net Issuance Payments Of Debt,0.0,,,
Net Long Term Debt Issuance,0.0,,,
Long Term Debt Payments,0.0,,,
Investing Cash Flow,248581952.22,100226020.34,228095094.9,788585926.81
Net Other Investing Changes,147567883.16,13380368.91,298351884.27,711600000.05
Net Investment Purchase And Sale,112789021.59,125465966.84,-13650129.94,35481994.32
Sale Of Investment,113202519.99,153137884.44,23859952.46,59020903.55
Purchase Of Investment,-413498.4,-27671917.6,-37510082.4,-23538909.23
Net Business Purchase And Sale,5058795.25,,,
Sale Of Business,104884691.37,,,
Purchase Of Business,-99825896.12,,,
Net PPE Purchase And Sale,-16833747.78,-38620315.41,-56606659.43,41503932.44
Sale Of PPE,17768351.19,2025048.0,605592.41,138404652.36
Purchase Of PPE,-34602098.97,-40645363.41,-57212251.84,-96900719.92
Capital Expenditure Reported,,,,
Operating Cash Flow,177560361.37,763320596.41,610442582.65,-34788705.11
Change In Working Capital,-66860629.46,327567222.7,-127117772.38,-792564863.48
Change In Other Current Assets,-69991403.38,-33250156.79,-27514590.54,2521737.13
Change In Payable,-31402146.69,206851113.5,-706890143.57,-653654958.23
Change In Inventory,-108595874.02,108271728.68,342946128.64,-104947907.62
Change In Receivables,143128794.63,45694537.31,264340833.09,-36483734.76
Other Non Cash Items,-21086634.27,-22594893.82,-25423064.64,14829584.87
Deferred Tax,,,,
Depreciation And Amortization,106647267.9,107738003.35,115833794.8,116041772.47
Amortization Cash Flow,7821183.64,6064581.66,6375965.37,6571932.76
Depreciation,98826084.26,101673421.69,109457829.43,109469839.71
Gain Loss On Investment Securities,27729759.46,-87640061.68,65023175.41,-82820175.78
Gain Loss On Sale Of PPE,-4843771.83,-1867678.99,912561.06,67769.8
Net Income From Continuing Operations,106429447.31,390548841.78,522914381.98,701305960.24
Cash Flowsfromusedin Operating Activities Direct,177560361.37,763320596.41,610442582.65,-34788705.11
Taxes Refund Paid Direct,-71311607.56,-195848245.88,-313750105.09,-201408714.87
Classesof Cash Payments,-10081091334.43,-10221383719.23,-11956976531.7,-11437378653.58
Other Cash Paymentsfrom Operating Activities,-1817609802.3,-1594195974.28,-1595688076.08,-1617490759.87
Paymentson Behalfof Employees,-795059374.88,-778277373.11,-785069742.32,-788602221.58
Paymentsto Suppliersfor Goodsand Services,-7468422157.25,-7848910371.84,-9576218713.3,-9031285672.13
Classesof Cash Receiptsfrom Operating Activities,10329963303.36,11180552561.52,12881169219.44,11603998663.34
Other Cash Receiptsfrom Operating Activities,353549109.78,250688840.08,262203126.22,245600932.19
Receiptsfrom Customers,9976414193.58,10929863721.44,12618966093.22,11358397731.15
