,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-14995657.459216,-104292354.7325,-25510580.934569,-386430.181259
Tax Rate For Calcs,0.243537,0.25,0.200306,0.203891
Normalized EBITDA,395949031.39,226468371.79,742736206.71,1082019475.16
Total Unusual Items,-61574458.15,-417169418.93,-127357986.8,-1895277.99
Total Unusual Items Excluding Goodwill,-61574458.15,-417169418.93,-127357986.8,-1895277.99
Net Income From Continuing Operation Net Minority Interest,172576348.02,-286907149.06,417673754.79,768626269.5
Reconciled Depreciation,86475675.62,74344737.77,60699498.05,54400695.94
Reconciled Cost Of Revenue,2652215890.17,2550534719.14,3096852600.29,2959054141.93
EBITDA,334374573.24,-190701047.14,615378219.91,1080124197.17
EBIT,247898897.62,-265045784.91,554678721.86,1025723501.23
Net Interest Income,-3949496.6,11416501.64,13863898.36,-17697402.46
Interest Expense,6794346.21,3550340.61,5178693.69,22962397.19
Interest Income,2923848.77,15015434.24,19251297.91,5319301.06
Normalized Income,219155148.710784,25969915.1375,519521160.655431,770135117.308741
Net Income From Continuing And Discontinued Operation,172576348.02,-286907149.06,417673754.79,768626269.5
Total Expenses,2889266470.75,2884395369.56,3326003768.54,3195281433.42
Rent Expense Supplemental,648845.84,295290.13,530204.2,373189.96
Total Operating Income As Reported,243269827.81,-254209929.22,549010529.19,1002427064.46
Diluted Average Shares,1061355154.0,1061047149.0,987641889.0,980891105.0
Basic Average Shares,1061355154.0,1061047149.0,987641889.0,980891105.0
Diluted EPS,0.1626,-0.2704,0.4229,0.7836
Basic EPS,0.1626,-0.2704,0.4229,0.7836
Net Income Common Stockholders,172576348.02,-286907149.06,417673754.79,768626269.5
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,172576348.02,-286907149.06,417673754.79,768626269.5
Minority Interests,-9810329.56,-5263189.43,-21758068.83,-29680840.33
Net Income Including Noncontrolling Interests,182386677.58,-281643959.63,439431823.62,798307109.83
Net Income Continuous Operations,182386677.58,-281643959.63,439431823.62,798307109.83
Tax Provision,58717873.83,13047834.11,110068204.55,204453994.21
Pretax Income,241104551.41,-268596125.52,549500028.17,1002761104.04
Other Non Operating Income Expenses,-2165276.4,-14386196.3,489498.98,6225014.87
Special Income Charges,-61574458.15,-417169418.93,-127357986.8,-1895277.99
Other Special Charges,10799.15,-56363.99,404302.31,-54373.93
Write Off,-1347952.45,1937333.58,2639078.54,-3413742.34
Impairment Of Capital Assets,62911611.45,415288449.34,124314605.95,5363394.26
Net Non Operating Interest Income Expense,-3949496.6,11416501.64,13863898.36,-17697402.46
Total Other Finance Cost,78999.16,48591.99,208705.86,54306.33
Interest Expense Non Operating,6794346.21,3550340.61,5178693.69,22962397.19
Interest Income Non Operating,2923848.77,15015434.24,19251297.91,5319301.06
Operating Income,292823748.09,142952837.79,662306282.88,1020705396.85
Operating Expense,237050580.58,333860650.42,229151168.25,236227291.49
Other Operating Expenses,114954087.68,212562109.07,121475724.13,178814424.27
Depreciation And Amortization In Income Statement,7693704.54,5802604.89,7467676.43,3400332.04
Amortization,698410.63,553777.0,763810.22,324101.21
Depreciation Income Statement,6995293.91,5248827.89,6703866.21,3076230.83
Research And Development,63434300.67,57793498.19,40000451.93,24726539.41
Selling General And Administration,15612971.59,24154348.75,18409254.41,9287972.33
Selling And Marketing Expense,715173.11,1122130.09,882696.63,409085.66
General And Administrative Expense,14897798.48,23032218.66,17526557.78,8878886.67
Rent And Landing Fees,648845.84,295290.13,530204.2,373189.96
Gross Profit,529874328.67,476813488.21,891457451.13,1256932688.34
Cost Of Revenue,2652215890.17,2550534719.14,3096852600.29,2959054141.93
Total Revenue,3182090218.84,3027348207.35,3988310051.42,4215986830.27
Operating Revenue,3182090218.84,3027348207.35,3988310051.42,4215986830.27
