,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-4713003.677985,-3478118.448855,-3460255.190689,-1389331.399421
Tax Rate For Calcs,0.122235,0.118214,0.115943,0.09473
Normalized EBITDA,674290712.63,414406232.32,385137694.88,357243058.17
Total Unusual Items,-38556982.24,-29422157.57,-29844448.71,-14666157.14
Total Unusual Items Excluding Goodwill,-38556982.24,-29422157.57,-29844448.71,-14666157.14
Net Income From Continuing Operation Net Minority Interest,433634347.56,226870061.03,219307938.56,222847042.12
Reconciled Depreciation,135378565.91,118410627.39,100378383.84,84101943.06
Reconciled Cost Of Revenue,1235929416.83,1014194207.99,840862552.83,746744089.01
EBITDA,635733730.39,384984074.75,355293246.17,342576901.03
EBIT,500355164.48,266573447.36,254914862.33,258474957.97
Net Interest Income,-7012909.56,-7178216.1,3471026.57,-10753937.9
Interest Expense,8604713.03,8794079.79,6644287.38,12520288.33
Interest Income,2713326.68,2057045.83,10249820.96,1489173.32
Normalized Income,467478326.122015,252814100.151145,245692132.079311,236123867.860579
Net Income From Continuing And Discontinued Operation,433634347.56,226870061.03,219307938.56,222847042.12
Total Expenses,1610203464.39,1285395565.44,1052149965.62,944605025.15
Rent Expense Supplemental,2182252.42,1754025.32,1791286.06,1825102.64
Total Operating Income As Reported,491740889.03,263370610.22,249322572.93,246334810.34
Diluted Average Shares,409089007.0,412491020.0,413788563.0,365323020.0
Basic Average Shares,409089007.0,412491020.0,413788563.0,365323020.0
Diluted EPS,1.06,0.55,0.53,0.61
Basic EPS,1.06,0.55,0.53,0.61
Net Income Common Stockholders,433634347.56,226870061.03,219307938.56,222847042.12
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,433634347.56,226870061.03,219307938.56,222847042.12
Minority Interests,1992897.17,-436110.55,-177398.84,191764.55
Net Income Including Noncontrolling Interests,431641450.39,227306171.58,219485337.4,222655277.57
Net Income Continuous Operations,431641450.39,227306171.58,219485337.4,222655277.57
Tax Provision,60109001.06,30473195.99,28785237.55,23299392.07
Pretax Income,491750451.45,257779367.57,248270574.95,245954669.64
Other Non Operating Income Expenses,9562.42,-5591242.65,-1051997.98,-380140.7
Special Income Charges,-42336685.77,-35671798.67,-31526390.35,-14666157.14
Other Special Charges,690545.67,65954.87,2185432.34,183574.89
Write Off,21281979.74,18313157.6,13979056.82,3092406.74
Impairment Of Capital Assets,20364160.36,17292686.2,15361901.19,11390175.51
Net Non Operating Interest Income Expense,-7012909.56,-7178216.1,3471026.57,-10753937.9
Total Other Finance Cost,1121523.21,441182.14,134507.01,-277177.11
Interest Expense Non Operating,8604713.03,8794079.79,6644287.38,12520288.33
Interest Income Non Operating,2713326.68,2057045.83,10249820.96,1489173.32
Operating Income,533334614.57,294234420.9,268074664.15,274041761.62
Operating Expense,374274047.56,271201357.45,211287412.79,197860936.14
Other Operating Expenses,26305984.53,18566020.97,16181730.29,23617316.75
Depreciation And Amortization In Income Statement,14275104.81,12298710.81,8488796.92,8970074.34
Amortization,,,2148696.9,2581679.69
Depreciation Income Statement,14275104.81,12298710.81,6340100.02,6388394.65
Research And Development,135893980.55,109597177.32,97722363.28,79816924.11
Selling General And Administration,80103188.87,62747821.45,54875552.0,34287629.6
Selling And Marketing Expense,24285926.28,19447927.82,17310901.08,9685409.56
General And Administrative Expense,55817262.59,43299893.63,37564650.92,24602220.04
Rent And Landing Fees,2182252.42,1754025.32,1791286.06,1825102.64
Gross Profit,907608662.13,565435778.35,479362076.94,471902697.76
Cost Of Revenue,1235929416.83,1014194207.99,840862552.83,746744089.01
Total Revenue,2143538078.96,1579629986.34,1320224629.77,1218646786.77
Operating Revenue,2143538078.96,1579629986.34,1320224629.77,1218646786.77
