,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1392558982.0,1392558982.0,1392558982.0,1392558982.0
Share Issued,1392558982.0,1392558982.0,1392558982.0,1392558982.0
Total Debt,455997927.22,348147542.26,196732651.07,47464038.93
Tangible Book Value,9785541550.57,10077743732.59,9281614206.41,8518166705.7
Invested Capital,10663391928.16,10862189096.15,9922280167.95,9037935197.34
Working Capital,5777870223.77,6283394153.92,5643095574.57,5207639380.69
Net Tangible Assets,9785541550.57,10077743732.59,9281614206.41,8518166705.7
Capital Lease Obligations,7425698.01,8542928.93,11075696.53,16243498.32
Common Stock Equity,10246261095.3,10529189096.15,9752280167.95,9010935197.34
Total Capitalization,10443180539.25,10729189096.15,9832280167.95,9010935197.34
Total Equity Gross Minority Interest,10344544186.8,10529189096.15,9752280167.95,9010935197.34
Minority Interest,98283091.5,,,
Stockholders Equity,10246261095.3,10529189096.15,9752280167.95,9010935197.34
Retained Earnings,4720252070.01,5134084165.68,4432556637.03,3684597452.3
Additional Paid In Capital,3571934001.53,3465541101.21,3465541101.21,3465541101.21
Capital Stock,1392558982.0,1392558982.0,1392558982.0,1392558982.0
Common Stock,1392558982.0,1392558982.0,1392558982.0,1392558982.0
Total Liabilities Net Minority Interest,5729535404.9,5088494175.97,5236450191.55,5019817451.53
Total Non Current Liabilities Net Minority Interest,636949296.54,779271793.6,586940731.13,456222814.31
Other Non Current Liabilities,,,,42084553.32
Tradeand Other Payables Non Current,305315810.3,438306989.03,379335684.79,296279727.25
Non Current Deferred Revenue,34615375.34,35918725.68,30867326.01,32415039.67
Non Current Deferred Taxes Liabilities,92672968.94,96503149.96,85662023.8,69199995.75
Long Term Debt And Capital Lease Obligation,204345141.96,208542928.93,91075696.53,16243498.32
Long Term Capital Lease Obligation,7425698.01,8542928.93,11075696.53,16243498.32
Long Term Debt,196919443.95,200000000.0,80000000.0,
Current Liabilities,5092586108.36,4309222382.37,4649509460.42,4563594637.22
Other Current Liabilities,73364937.22,29267927.94,53667630.23,16839224.77
Current Debt And Capital Lease Obligation,251652785.26,139604613.33,105656954.54,31220540.61
Current Debt,220211388.91,133000000.0,90000000.0,27000000.0
Payables,4089971681.79,3846408889.56,4035194578.21,3571007274.25
Other Payable,421598698.03,495542137.65,497137775.6,390664776.17
Dividends Payable,,,,
Total Tax Payable,20825833.06,76660412.11,74522615.63,75841388.83
Accounts Payable,3647547150.7,3274206339.8,3463534186.98,3104501109.25
Total Assets,16074079591.7,15617683272.12,14988730359.5,14030752648.87
Total Non Current Assets,5203623259.57,5025066735.83,4696125324.51,4259518630.96
Other Non Current Assets,125514667.24,62074055.74,185719758.31,196262283.56
Non Current Deferred Assets,4075964.89,1240001.12,5033747.43,3498235.6
Non Current Deferred Taxes Assets,28070184.77,24155700.63,10720068.99,26402106.77
Investmentin Financial Assets,,,,
Available For Sale Securities,,,,
Investment Properties,29749425.25,32940759.83,36280463.78,42295348.7
Goodwill And Other Intangible Assets,460719544.73,451445363.56,470665961.54,492768491.64
Other Intangible Assets,460719544.73,451445363.56,470665961.54,492768491.64
Net PPE,4555493472.69,4453210854.95,3987705324.46,3498292164.69
Accumulated Depreciation,-4826809354.92,-4696906470.72,-4367286031.15,-4096781027.3
Gross PPE,9382302827.61,9150117325.67,8354991355.61,7595073191.99
Construction In Progress,760219024.91,1088645954.93,965750207.66,689380668.21
Other Properties,644536910.24,536251050.16,441772314.07,406626828.83
Machinery Furniture Equipment,5982895539.06,5763070557.16,5348161438.75,5005661784.99
Buildings And Improvements,,,,
Properties,1994651353.4,1762149763.42,1599307395.13,1493403909.96
Current Assets,10870456332.13,10592616536.29,10292605034.99,9771234017.91
Other Current Assets,100167321.2,81410284.19,47180721.69,13730652.96
Prepaid Assets,157767847.86,110788382.24,94415040.35,171536282.32
Inventory,2361905193.26,1800547636.47,1573694554.0,1212145337.25
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,16869362.07,21766108.19,8688717.23,-1212145337.25
Finished Goods,1161028361.79,758008038.15,637069346.82,410621550.43
Work In Process,411156365.8,342651343.54,234333115.89,255212447.32
Raw Materials,772851103.6,678122146.59,693603374.06,546311339.5
Other Receivables,487855079.89,579269477.43,968195670.11,946957554.28
Accounts Receivable,1423715133.8,1522417658.04,896258004.28,797581779.15
Allowance For Doubtful Accounts Receivable,-154147884.82,-123595162.6,-56937687.73,-50240631.47
Gross Accounts Receivable,1577863018.62,1646012820.64,953195692.01,847822410.62
Cash Cash Equivalents And Short Term Investments,6339045756.12,6498183097.92,6712861044.56,6629282411.95
Other Short Term Investments,,,89000000.0,250000000.0
Cash And Cash Equivalents,6339045756.12,6498183097.92,6623861044.56,6379282411.95
Cash Equivalents,6094346327.52,5953911738.13,23850544.3,43721913.12
Cash Financial,220011731.42,525291159.79,6600010500.26,6335560498.83
