,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,407789680.0,406513000.0,403880000.0,403880000.0
Share Issued,407789680.0,406513000.0,403880000.0,403880000.0
Net Debt,1154424436.4,1389689614.37,1279105589.37,1450808807.51
Total Debt,2969802265.71,2636588639.2,2234473846.61,2177094699.69
Tangible Book Value,3046848587.97,3076656151.87,2923888638.29,2761519448.03
Invested Capital,6317141897.76,5900430908.43,5333434830.05,5081093771.72
Working Capital,289963198.69,900209045.88,652918004.74,-340697191.66
Net Tangible Assets,3046848587.97,3076656151.87,2923888638.29,2761519448.03
Capital Lease Obligations,460462.79,676553.56,1395467.23,
Common Stock Equity,3399589099.79,3381586567.03,3116623851.0,2903999072.03
Total Capitalization,5087089019.79,4792381567.03,3639170824.5,2903999072.03
Total Equity Gross Minority Interest,3399671427.21,3382173413.31,3122777161.44,2913069140.34
Minority Interest,82327.42,586846.28,6153310.44,9070068.31
Stockholders Equity,3399589099.79,3381586567.03,3116623851.0,2903999072.03
Treasury Stock,1225800.0,7147800.0,14948280.0,25882200.0
Retained Earnings,2243317662.17,2251388214.3,2034234848.77,1847586278.8
Additional Paid In Capital,501961694.98,488619815.38,461879164.34,453379324.34
Capital Stock,407766480.0,406480000.0,403832000.0,403880000.0
Common Stock,407766480.0,406480000.0,403832000.0,403880000.0
Total Liabilities Net Minority Interest,6878934418.22,5604061645.17,4658179602.32,3781901432.76
Total Non Current Liabilities Net Minority Interest,1721453913.45,1471257017.22,582545582.74,5751244.37
Non Current Deferred Revenue,33493530.66,10649040.2,4284816.67,4571916.67
Non Current Deferred Taxes Liabilities,,49136423.46,54318325.34,1179327.7
Long Term Debt And Capital Lease Obligation,1687960382.79,1411471553.56,523942440.73,
Long Term Capital Lease Obligation,460462.79,676553.56,1395467.23,
Long Term Debt,1687499920.0,1410795000.0,522546973.5,
Current Liabilities,5157480504.77,4132804627.95,4075634019.58,3776150188.39
Other Current Liabilities,326809002.4,22646852.23,21227693.17,19714529.54
Current Debt And Capital Lease Obligation,1281841882.92,1225117085.64,1710531405.88,2177094699.69
Current Debt,1230052877.97,1108049341.4,1694264005.55,2177094699.69
Payables,3539080788.88,2831988556.41,2338215444.55,1572171240.75
Other Payable,78624090.0,88076333.37,79094732.96,70660075.81
Total Tax Payable,14934747.32,9906014.21,11775174.73,10231205.12
Accounts Payable,3445521951.56,2734006208.83,2247345536.86,1491279959.82
Total Assets,10278605845.43,8986235058.48,7780956763.76,6694970573.1
Total Non Current Assets,4831162141.97,3953221384.65,3052404739.44,3259517576.37
Other Non Current Assets,48909093.65,96987781.89,73117586.46,69994381.27
Non Current Deferred Assets,7864452.46,10510181.0,5109296.51,
Non Current Deferred Taxes Assets,39602265.39,93841150.1,120662093.33,19110153.4
Investmentin Financial Assets,1095965695.2,1125416630.04,1079167348.65,2028682493.51
Available For Sale Securities,1095965695.2,1125416630.04,1079167348.65,2028682493.51
Goodwill And Other Intangible Assets,352740511.82,304930415.16,192735212.71,142479624.0
Other Intangible Assets,352740511.82,304930415.16,192735212.71,142479624.0
Net PPE,3286080123.45,2321535226.46,1581613201.78,999250924.19
Accumulated Depreciation,-884347515.98,-703910887.59,-581264023.22,-476204419.4
Gross PPE,4170427639.43,3025446114.05,2162877225.0,1475455343.59
Construction In Progress,509796019.46,717409343.09,160136262.74,22848386.41
Other Properties,70669886.78,57915713.78,56465369.79,51216124.12
Machinery Furniture Equipment,2098366466.99,1521299204.37,1343474833.82,864635161.75
Buildings And Improvements,,,,536755671.31
Properties,1491595266.2,728821852.81,602800758.65,536755671.31
Current Assets,5447443703.46,5033013673.83,4728552024.32,3435452996.73
Other Current Assets,338658144.81,974633696.59,1343055702.39,750337194.44
Hedging Assets Current,,,,6581853.85
Prepaid Assets,272402160.28,389516612.72,354396727.39,239022252.06
Inventory,1075244322.28,936670836.85,920334056.48,710439279.83
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,606031733.2,517057530.24,423142844.61,347983944.83
Work In Process,44514426.18,36375101.83,73668519.23,28416514.81
Raw Materials,424698162.9,383238204.78,423522692.64,334038820.19
Other Receivables,592917279.72,371054734.98,330975274.62,325838650.08
Accounts Receivable,1405093434.8,1231983065.66,791250457.2,635667543.46
Allowance For Doubtful Accounts Receivable,-43520693.63,-38356708.48,-24864567.11,-19922037.52
Gross Accounts Receivable,1448614128.43,1270339774.14,816115024.31,655589580.98
Cash Cash Equivalents And Short Term Investments,1763128361.57,1129154727.03,988539806.24,767566223.01
Other Short Term Investments,,,50834416.56,41280330.83
Cash And Cash Equivalents,1763128361.57,1129154727.03,937705389.68,726285892.18
Cash Equivalents,704367121.42,356797920.71,407807113.76,48199586.34
Cash Financial,1058761240.15,772356806.32,529898275.92,678086305.84
