,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-272542930.22,-390609939.92,-264765846.6,-392562353.32
Repayment Of Debt,-1846058520.0,-513795000.0,-865800000.0,-475000000.0
Issuance Of Debt,2036709920.0,1446980000.0,1133800000.0,568000000.0
Capital Expenditure,-791557828.12,-747771622.86,-464227337.43,-302706760.28
End Cash Position,1058761240.15,772356806.32,529898275.92,678086305.84
Beginning Cash Position,772356806.32,529898275.92,678086305.84,494790572.87
Effect Of Exchange Rate Changes,3827871.27,571019.89,6327393.4,-4167743.9
Changes In Cash,282576562.56,241887510.51,-154515423.32,187463476.87
Financing Cash Flow,532494616.73,573126801.26,118027920.96,206704094.19
Net Other Financing Charges,429509699.82,-295094619.73,-101009852.11,165713112.96
Cash Dividends Paid,-87666483.09,-64963579.01,-48962226.93,-52009018.77
Net Issuance Payments Of Debt,190651400.0,933185000.0,268000000.0,93000000.0
Net Long Term Debt Issuance,190651400.0,933185000.0,268000000.0,93000000.0
Long Term Debt Payments,-1846058520.0,-513795000.0,-865800000.0,-475000000.0
Long Term Debt Issuance,2036709920.0,1446980000.0,1133800000.0,568000000.0
Investing Cash Flow,-768932952.07,-688400973.69,-472004835.11,70614975.72
Net Other Investing Changes,,50000000.0,-10000000.0,35000000.0
Net Investment Purchase And Sale,745685.33,-732176.33,1723600.0,7709832.21
Sale Of Investment,745685.33,2223777.62,1723600.0,7709832.21
Purchase Of Investment,,-2955953.95,,
Net Business Purchase And Sale,,,,328004907.29
Sale Of Business,,,,328004907.29
Net PPE Purchase And Sale,-769678637.4,-737668797.36,-463728435.11,-300099763.78
Sale Of PPE,21879190.72,10102825.5,498902.32,2606996.5
Purchase Of PPE,-791557828.12,-747771622.86,-464227337.43,-302706760.28
Capital Expenditure Reported,,,,
Operating Cash Flow,519014897.9,357161682.94,199461490.83,-89855593.04
Change In Working Capital,148561983.63,-180553959.8,-114116886.18,-356721625.32
Change In Other Current Assets,5102461.25,21639041.35,-48412942.29,-3824239.2
Change In Payable,1378636217.27,549143367.91,334393954.06,-486950459.01
Change In Inventory,-197058982.89,-59173658.22,-247468932.47,-210896839.69
Change In Receivables,-1038117712.0,-692162710.84,-152628965.48,344949912.58
Other Non Cash Items,63255784.4,48063431.3,-77680518.3,-56403407.76
Deferred Tax,,,,
Depreciation And Amortization,208754989.92,167890828.08,120024581.06,94591143.73
Amortization Cash Flow,9195627.97,7322181.0,5445977.98,4720086.48
Depreciation,199559361.95,160568647.08,114578603.08,89871057.25
Gain Loss On Investment Securities,-745685.33,199464.16,3603273.68,-14302687.77
Gain Loss On Sale Of PPE,7803813.5,17101065.93,4345954.08,1134104.17
Net Income From Continuing Operations,20571065.01,239080626.36,206511732.1,201563062.87
Cash Flowsfromusedin Operating Activities Direct,519014897.9,357161682.94,199461490.83,-89855593.04
Taxes Refund Paid Direct,-34262993.95,-28398380.88,-7854511.2,-75766634.14
Classesof Cash Payments,-5361866852.52,-4183699465.93,-3617299662.08,-3578948369.57
Other Cash Paymentsfrom Operating Activities,-184575087.02,-143642546.04,-136745477.37,-134056921.12
Paymentson Behalfof Employees,-667047234.56,-474998352.9,-389812728.72,-343488774.19
Paymentsto Suppliersfor Goodsand Services,-4510244530.94,-3565058566.99,-3090741455.99,-3101402674.26
Classesof Cash Receiptsfrom Operating Activities,5915144744.37,4569259529.75,3824615664.11,3564859410.67
Other Cash Receiptsfrom Operating Activities,154986154.92,182502839.52,108065938.07,45423008.14
Receiptsfrom Customers,5760158589.45,4386756690.23,3716549726.04,3519436402.53
