,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-18340534.24154,-37054556.842766,-66555753.128802,-33860012.06
Tax Rate For Calcs,0.141662,0.143176,0.208851,0.25
Normalized EBITDA,2526116053.61,1467547714.33,-527530249.45,287341338.56
Total Unusual Items,-129467283.72,-258803875.69,-318676501.81,-135440048.24
Total Unusual Items Excluding Goodwill,-129467283.72,-258803875.69,-318676501.81,-135440048.24
Net Income From Continuing Operation Net Minority Interest,1423298162.88,498684535.69,-827809358.07,72796954.85
Reconciled Depreciation,421311442.85,347783757.27,129920721.85,76157060.5
Reconciled Cost Of Revenue,18349871088.36,14136833398.75,9295952263.7,7296861592.51
EBITDA,2396648769.89,1208743838.64,-846206751.26,151901290.32
EBIT,1975337327.04,860960081.37,-976127473.11,75744229.82
Net Interest Income,-219722207.79,-259197074.85,-51250081.22,-11524762.58
Interest Expense,230372211.59,271303507.83,82150142.16,30357528.53
Interest Income,19080514.25,16874235.41,34083700.58,21469357.31
Normalized Income,1534424912.35846,720433854.537234,-575688609.388802,174376991.03
Net Income From Continuing And Discontinued Operation,1423298162.88,498684535.69,-827809358.07,72796954.85
Total Expenses,20580530025.41,16345542112.47,10796156028.43,8120883657.05
Rent Expense Supplemental,18659647.62,11275518.18,8964197.66,5637335.67
Total Operating Income As Reported,1740151644.5,585865578.83,-1059603574.46,43674410.4
Diluted Average Shares,421094131.0,415570446.0,411845452.0,383141868.0
Basic Average Shares,417389491.0,415570446.0,411845452.0,383141868.0
Diluted EPS,3.38,1.2,-2.01,0.19
Basic EPS,3.41,1.2,-2.01,0.19
Net Income Common Stockholders,1423298162.88,498684535.69,-827809358.07,72796954.85
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1423298162.88,498684535.69,-827809358.07,72796954.85
Minority Interests,-74472514.48,-6547247.21,9446426.9,0.0
Net Income Including Noncontrolling Interests,1497770677.36,505231782.9,-837255784.97,72796954.85
Net Income Continuous Operations,1497770677.36,505231782.9,-837255784.97,72796954.85
Tax Provision,247194438.09,84424790.64,-221021830.3,-27410253.56
Pretax Income,1744965115.45,589656573.54,-1058277615.27,45386701.29
Other Non Operating Income Expenses,4813470.95,3790994.71,1667853.29,1712290.89
Special Income Charges,-307725244.75,-565569760.47,-357504172.69,-158237772.46
Other Special Charges,-6684658.18,-2459413.35,,
Write Off,749307.94,1732005.96,1141644.38,-3403490.95
Impairment Of Capital Assets,313660594.99,566297167.86,356362528.31,161641263.41
Net Non Operating Interest Income Expense,-219722207.79,-259197074.85,-51250081.22,-11524762.58
Total Other Finance Cost,8430510.45,4767802.43,3183639.64,2636591.36
Interest Expense Non Operating,230372211.59,271303507.83,82150142.16,30357528.53
Interest Income Non Operating,19080514.25,16874235.41,34083700.58,21469357.31
Operating Income,2185639965.14,1118108159.67,-671044127.63,209050621.28
Operating Expense,2230658937.05,2208708713.72,1500203764.73,824022064.54
Other Operating Expenses,38076926.73,26187117.36,10850932.09,7987237.71
Depreciation And Amortization In Income Statement,58374281.82,52102762.55,44478483.66,33393859.74
Depreciation Income Statement,58374281.82,52102762.55,44478483.66,33393859.74
Research And Development,1047823664.47,910301240.86,593654403.87,356029589.14
Selling General And Administration,653711004.4,636503267.57,503033226.11,197689562.21
Selling And Marketing Expense,480047996.17,454693831.11,301171420.21,144758366.18
General And Administrative Expense,173663008.23,181809436.46,201861805.9,52931196.03
Rent And Landing Fees,18659647.62,11275518.18,8964197.66,5637335.67
Gross Profit,4416298902.19,3326816873.39,829159637.1,1033072685.82
Cost Of Revenue,18349871088.36,14136833398.75,9295952263.7,7296861592.51
Total Revenue,22766169990.55,17463650272.14,10125111900.8,8329934278.33
Operating Revenue,22766169990.55,17463650272.14,10125111900.8,8329934278.33
