,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-2264175679.6,3072268115.85,-3398678375.69,-2290417511.79
Repayment Of Debt,-5529360590.34,-11477200558.28,-9597924531.98,-7072975537.03
Issuance Of Debt,8627954103.53,9721744348.64,14751628561.98,7982846480.39
Capital Expenditure,-3926599147.68,-2889402165.2,-3689154522.3,-2011144821.29
End Cash Position,6607741704.65,8654096699.59,7851833358.57,6114461219.78
Beginning Cash Position,8654096699.59,7851833358.57,6114461219.78,6396094937.39
Effect Of Exchange Rate Changes,18298122.56,-1967315.48,88914911.57,-25395284.85
Changes In Cash,-2064653117.5,804230656.5,1648457227.22,-256238432.76
Financing Cash Flow,1401230263.85,-2550310156.24,5415146268.59,94744007.28
Net Other Financing Charges,-541099339.52,299155335.47,1447272498.61,42642217.56
Cash Dividends Paid,-800125043.75,-835240535.29,-766964678.91,-674408702.45
Net Issuance Payments Of Debt,3098593513.19,-1755456209.64,5153704030.0,909870943.36
Net Long Term Debt Issuance,3098593513.19,-1755456209.64,5153704030.0,909870943.36
Long Term Debt Payments,-5529360590.34,-11477200558.28,-9597924531.98,-7072975537.03
Long Term Debt Issuance,8627954103.53,9721744348.64,14751628561.98,7982846480.39
Investing Cash Flow,-5128306849.43,-2607129468.31,-4057165187.98,-71709749.54
Net Other Investing Changes,2398670.0,-31721142.73,,-29946397.17
Net Investment Purchase And Sale,-1116961618.26,296621649.78,-378469596.54,720636809.81
Sale Of Investment,4169247511.9,5398433336.94,6386289455.74,11151393236.88
Purchase Of Investment,-5286209130.16,-5101811687.16,-6764759052.28,-10430756427.07
Net Business Purchase And Sale,-151874395.37,-49764337.21,,1204764340.08
Sale Of Business,939354.63,,,1369147532.42
Purchase Of Business,-152813750.0,-49764337.21,,-164383192.34
Net PPE Purchase And Sale,-3861869505.8,-2822265638.15,-3678695591.44,-1967164502.26
Sale Of PPE,64729641.88,67136527.05,10458930.86,43980319.03
Purchase Of PPE,-3926599147.68,-2889402165.2,-3689154522.3,-2011144821.29
Capital Expenditure Reported,,,,
Operating Cash Flow,1662423468.08,5961670281.05,290476146.61,-279272690.5
Change In Working Capital,-1665099530.38,2007744910.19,-2981100667.08,-2861752447.38
Change In Other Current Assets,-121802721.16,-7933356.53,-14562416.71,59751936.4
Change In Payable,228630104.08,-3563324019.67,5212536772.96,1785065753.66
Change In Inventory,-934609444.89,1504589158.35,-2078812366.8,-1311220931.83
Change In Receivables,-837317468.41,4074413128.04,-6100262656.53,-3395349205.61
Other Non Cash Items,594657741.67,720766188.23,622748626.52,564624356.11
Deferred Tax,,,,
Depreciation And Amortization,1297324667.16,1080184959.79,822264272.19,684955823.74
Amortization Cash Flow,96293653.24,78205789.98,70993175.32,63359888.87
Depreciation,1201031013.92,1001979169.81,751271096.87,621595934.87
Gain Loss On Investment Securities,-23649039.12,91370108.19,-1102236188.74,-801834992.7
Gain Loss On Sale Of PPE,8386416.13,6071106.61,7764966.33,-1600322.74
Net Income From Continuing Operations,1032323948.08,1680950806.12,2468283511.28,1759125767.38
Cash Flowsfromusedin Operating Activities Direct,1662423468.08,5961670281.05,290476146.61,-279272690.5
Taxes Refund Paid Direct,-693080193.78,-1140335655.95,-727348763.63,-667043647.67
Interest Received Direct,2598554.0,9896591.66,36058849.78,55872092.13
Interest Paid Direct,-72405.07,-1382316.24,-5492806.68,-10027657.97
Classesof Cash Payments,-17417348105.6,-21715072572.0,-22802232814.1,-13478954757.96
Other Cash Paymentsfrom Operating Activities,-1340776544.09,-1153933520.04,-1167589150.24,-1241634689.34
Paymentson Behalfof Employees,-2806245759.22,-2780874650.65,-2593054145.12,-1903168543.92
Paymentsto Suppliersfor Goodsand Services,-13270325802.29,-17780264401.31,-19041589518.74,-10334151524.7
Classesof Cash Receiptsfrom Operating Activities,19770325618.53,28808564233.58,23789491681.24,13820881280.97
Other Cash Receiptsfrom Operating Activities,769993170.43,1002659251.07,754905982.09,819779077.57
Receiptsfrom Customers,19000332448.1,27805904982.51,23034585699.15,13001102203.4
