,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,122161586.6,80935519.61,51359078.28,88865912.76
Repayment Of Debt,-2999796.33,-1954469.59,,
Issuance Of Debt,2514570.33,1485226.0,,
Capital Expenditure,-50554217.81,-55621109.57,-47198549.01,-30106856.8
End Cash Position,749227272.71,705075658.94,686357643.06,230654171.21
Beginning Cash Position,705075658.94,687424016.31,230654171.21,176387799.6
Effect Of Exchange Rate Changes,184989.46,157808.75,645224.57,-159974.17
Changes In Cash,43966624.31,17493833.88,455058247.28,54426345.78
Financing Cash Flow,-68550030.78,-53453954.96,422059570.68,-24591110.06
Net Other Financing Charges,-27499184.4,-22880657.97,422059570.68,-24530789.12
Cash Dividends Paid,-31427751.73,-30104053.4,,-60320.94
Net Issuance Payments Of Debt,-485226.0,-469243.59,,
Net Long Term Debt Issuance,-485226.0,-469243.59,,
Long Term Debt Payments,-2999796.33,-1954469.59,,
Long Term Debt Issuance,2514570.33,1485226.0,,
Investing Cash Flow,-60199149.32,-65608840.34,-65558950.69,-39955313.72
Net Other Investing Changes,,,,-139355.03
Net Investment Purchase And Sale,-9644931.51,-10000000.0,,-9750830.56
Sale Of Investment,20355068.49,20000000.0,,249169.44
Purchase Of Investment,-30000000.0,-30000000.0,,-10000000.0
Net Business Purchase And Sale,,0.0,-18360401.68,
Purchase Of Business,,0.0,-18360401.68,
Net PPE Purchase And Sale,-50554217.81,-55608840.34,-47198549.01,-30065128.13
Sale Of PPE,,12269.23,,41728.67
Purchase Of PPE,-50554217.81,-55621109.57,-47198549.01,-30106856.8
Operating Cash Flow,172715804.41,136556629.18,98557627.29,118972769.56
Change In Working Capital,32635897.8,3797636.1,-12286775.36,12153836.42
Change In Other Current Assets,-1554280.94,327678.67,-5457.02,-282228.92
Change In Payable,36354524.12,11536186.89,-4466233.96,-491298.27
Change In Inventory,-4292223.67,697983.42,-618991.7,-1235859.36
Change In Receivables,2127878.29,-8764212.88,-7196092.68,14163222.97
Other Non Cash Items,13289223.64,11903576.11,9531190.82,11651696.55
Depreciation And Amortization,42871676.21,39120853.05,26158949.35,22308318.16
Amortization Cash Flow,1190418.63,1067760.08,685022.52,685022.52
Depreciation,41681257.58,38053092.97,25473926.83,21623295.64
Gain Loss On Investment Securities,,,,-253765.33
Gain Loss On Sale Of PPE,43736.97,101561.35,246776.04,153809.87
Net Income From Continuing Operations,82021147.36,78837629.62,73608472.59,73213844.47
Cash Flowsfromusedin Operating Activities Direct,172715804.41,136556629.18,98557627.29,118972769.56
Taxes Refund Paid Direct,-20824063.83,-13132027.17,-11722285.73,-12389391.22
Classesof Cash Payments,-170401867.64,-163380609.64,-97870852.72,-121367842.68
Other Cash Paymentsfrom Operating Activities,-25174916.69,-23188724.85,-14253076.74,-18491730.99
Paymentson Behalfof Employees,-92085809.92,-83273168.75,-60412434.17,-57798530.45
Paymentsto Suppliersfor Goodsand Services,-53141141.03,-56918716.04,-23205341.81,-45077581.24
Classesof Cash Receiptsfrom Operating Activities,363941735.88,313069265.99,208150765.74,252730003.46
Other Cash Receiptsfrom Operating Activities,15098560.65,15239919.28,13911572.22,33610949.41
Receiptsfrom Customers,348843175.23,297829346.71,194239193.52,219119054.05
