,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,79911890.35,120446150.32,4878920.28,-76294346.08
Repayment Of Debt,-334413388.83,-352747935.25,-747881602.65,-248511282.01
Issuance Of Debt,420747275.07,262057827.5,661245411.82,437640628.28
Capital Expenditure,-16188837.75,-14448328.16,-68288755.75,-172752745.6
End Cash Position,328059536.83,245547150.25,265286436.64,362777759.45
Beginning Cash Position,245547150.25,265286436.64,362777759.45,242151108.96
Effect Of Exchange Rate Changes,3660230.24,6736550.78,6502752.37,-3397911.88
Changes In Cash,78852156.34,-26475837.17,-103994075.18,124024562.37
Financing Cash Flow,10111167.87,-131360474.15,-137482714.79,134752712.86
Net Other Financing Charges,-4012010.05,-8023208.08,3376674.99,-500116.01
Cash Dividends Paid,-72210708.32,-32647158.32,-54223198.95,-53876517.4
Net Issuance Payments Of Debt,86333886.24,-90690107.75,-86636190.83,189129346.27
Net Long Term Debt Issuance,86333886.24,-90690107.75,-86636190.83,189129346.27
Long Term Debt Payments,-334413388.83,-352747935.25,-747881602.65,-248511282.01
Long Term Debt Issuance,420747275.07,262057827.5,661245411.82,437640628.28
Investing Cash Flow,-27359739.63,-30009841.5,-39679036.42,-107186550.01
Net Other Investing Changes,,,,132029626.37
Net Investment Purchase And Sale,-11350153.88,-16207581.44,27247782.73,-66645815.64
Sale Of Investment,622270738.69,680962974.4,887401388.51,1108458827.38
Purchase Of Investment,-633620892.57,-697170555.84,-860153605.78,-1175104643.02
Net PPE Purchase And Sale,-16009585.75,-13802260.06,-66926819.15,-172570360.74
Sale Of PPE,179252.0,646068.1,1361936.6,182384.86
Purchase Of PPE,-16188837.75,-14448328.16,-68288755.75,-172752745.6
Capital Expenditure Reported,,,,
Operating Cash Flow,96100728.1,134894478.48,73167676.03,96458399.52
Change In Working Capital,-30155288.34,17729408.55,-26893796.48,-55922562.14
Change In Other Current Assets,-2212373.09,274259.73,175129.38,1451771.11
Change In Payable,42539231.94,-17341694.11,-30564602.61,-29967985.69
Change In Inventory,-38670836.84,39295751.03,-12079036.4,-90959382.37
Change In Receivables,-31811310.35,-4498908.1,15574713.15,63553034.81
Other Non Cash Items,9906923.39,9087615.84,3273369.85,12850303.46
Deferred Tax,,,,
Depreciation And Amortization,34735710.18,34635741.93,33532446.22,25564554.92
Amortization Cash Flow,2739121.78,2423658.22,2402110.72,2203814.89
Depreciation,31996588.4,32212083.71,31130335.5,23360740.03
Gain Loss On Investment Securities,-1962203.13,-7860867.98,-13942062.05,-5632684.23
Gain Loss On Sale Of PPE,64432.0,-287268.54,-601227.29,51194.65
Net Income From Continuing Operations,60529136.87,63573123.05,49072976.73,84674630.07
Cash Flowsfromusedin Operating Activities Direct,96100728.1,134894478.48,73167676.03,96458399.52
Taxes Refund Paid Direct,-18483942.9,-21715785.31,-31687538.2,-10006760.86
Classesof Cash Payments,-642033785.17,-516229188.74,-611509170.42,-793690222.43
Other Cash Paymentsfrom Operating Activities,-59891899.29,-50816092.64,-49331531.04,-47026300.22
Paymentson Behalfof Employees,-188626365.09,-176956895.14,-171850109.35,-171371264.15
Paymentsto Suppliersfor Goodsand Services,-393515520.79,-288456200.96,-390327530.03,-575292658.06
Classesof Cash Receiptsfrom Operating Activities,756618456.17,672839452.53,716364384.65,900155382.81
Other Cash Receiptsfrom Operating Activities,10790202.63,15704874.0,18917871.7,18390026.7
Receiptsfrom Customers,745828253.54,657134578.53,697446512.95,881765356.11
