,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,598660921.0,498869763.0,498844181.0,498818896.0
Share Issued,598660921.0,498869763.0,498844181.0,498818896.0
Net Debt,2718037229.13,2315484177.79,1928717797.92,1930014913.71
Total Debt,4053876519.15,3715786027.23,2912734221.26,2532351827.29
Tangible Book Value,2480426683.49,2455927277.45,1861119318.17,1688980653.85
Invested Capital,6089258299.89,5977142052.56,4759899049.46,4321912021.57
Working Capital,-649304812.5,-20776036.29,-605128170.45,-686902324.6
Net Tangible Assets,2480426683.49,2455927277.45,1861119318.17,1688980653.85
Capital Lease Obligations,19491900.17,2236175.33,3294605.53,
Common Stock Equity,2754556741.4,2680161042.99,2087701381.54,1939876402.37
Total Capitalization,3600452439.1,3580697216.82,2787355533.19,2454440602.92
Total Equity Gross Minority Interest,2761455346.57,2686662256.36,2094296003.48,1946720547.82
Minority Interest,6898605.17,6501213.37,6594621.94,6844145.45
Stockholders Equity,2754556741.4,2680161042.99,2087701381.54,1939876402.37
Other Equity Interest,17688649.54,17698635.49,17715220.4,17732618.6
Treasury Stock,,,0.0,39522000.31
Retained Earnings,833449073.7,778602155.66,714280247.66,616897803.51
Additional Paid In Capital,1202629250.3,1202531196.29,792262539.36,808569150.15
Capital Stock,598660921.0,598640786.0,498844181.0,498818896.0
Common Stock,598660921.0,598640786.0,498844181.0,498818896.0
Total Liabilities Net Minority Interest,5385989442.18,4660471683.15,4355479182.82,3770287878.07
Total Non Current Liabilities Net Minority Interest,1290056276.14,1253712181.61,984954146.98,692091600.74
Other Non Current Liabilities,,,,1229234.11
Tradeand Other Payables Non Current,170411537.11,135666022.79,69670273.5,19591485.76
Non Current Deferred Revenue,230600728.0,206372513.66,209121885.07,152629546.38
Non Current Deferred Taxes Liabilities,23656413.16,8901296.0,3213231.23,4077133.94
Long Term Debt And Capital Lease Obligation,865387597.87,902772349.16,702948757.18,514564200.55
Long Term Capital Lease Obligation,19491900.17,2236175.33,3294605.53,
Long Term Debt,845895697.7,900536173.83,699654151.65,514564200.55
Current Liabilities,4095933166.04,3406759501.54,3370525035.84,3078196277.33
Other Current Liabilities,4184917.37,12214409.47,20213942.84,31903619.58
Current Debt And Capital Lease Obligation,3188488921.28,2813013678.07,2209785464.08,2017787626.74
Current Debt,2488805860.79,2396444835.74,1972543516.27,1867471418.65
Payables,885427735.36,565269237.34,1121360687.87,1004828241.76
Other Payable,58844388.03,46279179.88,43149646.93,43067550.26
Dividends Payable,,120000.0,206000.0,
Total Tax Payable,36140585.83,40041825.46,34802964.58,56333452.76
Accounts Payable,790442761.5,478828232.0,1043202076.36,905427238.74
Total Assets,8147444788.75,7347133939.51,6449775186.3,5717008425.89
Total Non Current Assets,4700816435.21,3961150474.26,3684378320.91,3325714473.16
Other Non Current Assets,127000.0,4757400.0,127000.0,127000.0
Non Current Deferred Assets,88619625.65,64628412.51,64828662.5,63459547.17
Non Current Deferred Taxes Assets,104364078.33,87809799.38,57620335.06,49186931.3
Investment Properties,295679574.86,304424612.92,407749390.36,342079858.54
Goodwill And Other Intangible Assets,274130057.91,224233765.54,226582063.37,250895748.52
Other Intangible Assets,274111726.13,224215433.76,226563731.59,250877416.74
Goodwill,18331.78,18331.78,18331.78,18331.78
Net PPE,3917477632.49,3246346702.83,2902673090.26,2611064292.59
Accumulated Depreciation,-1424739073.15,-1194698502.85,-994247366.01,-880794134.72
Gross PPE,5342216705.64,4441045205.68,3896920456.27,3491858427.31
Construction In Progress,688993746.27,370125128.32,185949164.97,589106700.43
Other Properties,39304763.05,16470602.86,19077958.83,11585092.58
Machinery Furniture Equipment,3443323830.37,2908072658.94,2599477723.95,1991714482.82
Buildings And Improvements,,,,
Properties,1170594365.95,1146376815.56,1092415608.52,899452151.48
Current Assets,3446628353.54,3385983465.25,2765396865.39,2391293952.73
Other Current Assets,92826347.45,99482858.86,67385421.28,116001560.68
Assets Held For Sale Current,21846192.99,21846192.99,21846192.99,
Prepaid Assets,141892926.56,91855057.62,84315968.2,91737460.11
Inventory,1638363958.45,1341513733.45,1135263318.06,1099287848.93
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,541681831.24,478252446.14,630293035.37,536465377.62
Work In Process,968370290.73,735348031.07,437390754.43,484607168.75
Raw Materials,128311836.48,127913256.24,67579528.26,78215302.56
Other Receivables,313046673.59,329712594.59,243656439.79,115344631.06
Accounts Receivable,621311354.26,518431705.14,468265490.09,512859518.5
Allowance For Doubtful Accounts Receivable,-38941976.02,-42016644.21,-39257700.06,-40069445.42
Gross Accounts Receivable,660253330.28,560448349.35,507523190.15,552928963.92
Cash Cash Equivalents And Short Term Investments,617340900.24,983141322.6,744664034.98,456062933.45
Other Short Term Investments,676570.88,1644490.82,1184164.98,4042227.96
Cash And Cash Equivalents,616664329.36,981496831.78,743479870.0,452020705.49
Cash Equivalents,337153882.56,330754586.12,346041134.86,253320337.8
Cash Financial,279510446.8,650742245.66,397438735.14,198700367.69
