,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-3731181.918131,-2289500.384404,-3096261.665987,-2079302.061029
Tax Rate For Calcs,0.079014,0.082318,0.120393,0.092394
Normalized EBITDA,636702138.32,555015304.82,525514636.48,302936172.58
Total Unusual Items,-47221494.6,-27812996.67,-25717871.17,-22504690.65
Total Unusual Items Excluding Goodwill,-47221494.6,-27812996.67,-25717871.17,-22504690.65
Net Income From Continuing Operation Net Minority Interest,476112258.72,428975205.06,402827219.68,223545451.1
Reconciled Depreciation,69200680.03,56934563.6,38603475.75,28945036.66
Reconciled Cost Of Revenue,2130749434.55,1845849195.17,1563796378.84,843966639.16
EBITDA,589480643.72,527202308.15,499796765.31,280431481.93
EBIT,520279963.69,470267744.55,461193289.56,251486445.27
Net Interest Income,9493258.43,-5023603.88,336039.66,-3611037.35
Interest Expense,5295692.77,7835927.52,5230648.82,5184094.58
Interest Income,15516854.83,3501859.79,6071733.19,2209243.11
Normalized Income,519602571.401869,454498701.345596,425448829.184013,243970839.688971
Net Income From Continuing And Discontinued Operation,476112258.72,428975205.06,402827219.68,223545451.1
Total Expenses,2908537280.54,2544013533.47,2179994610.7,1236747182.11
Rent Expense Supplemental,10425784.56,10577232.07,5834429.17,2975950.83
Total Operating Income As Reported,516019507.17,462544459.56,456522431.94,247611026.33
Diluted Average Shares,311469488.0,310424202.0,309462410.0,307701929.0
Basic Average Shares,311469488.0,309886011.0,308703517.0,307236739.0
Diluted EPS,1.5286,1.3819,1.3017,0.7265
Basic EPS,1.5286,1.3843,1.3049,0.7276
Net Income Common Stockholders,476112258.72,428975205.06,402827219.68,223545451.1
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,476112258.72,428975205.06,402827219.68,223545451.1
Minority Interests,1819203.02,4609686.15,1759466.48,0.0
Net Income Including Noncontrolling Interests,474293055.7,424365518.91,401067753.2,223545451.1
Net Income Continuous Operations,474293055.7,424365518.91,401067753.2,223545451.1
Tax Provision,40691215.22,38066298.12,54894887.54,22756899.59
Pretax Income,514984270.92,462431817.03,455962640.74,246302350.69
Other Non Operating Income Expenses,-1035236.25,-112642.53,-559791.2,-1308675.64
Special Income Charges,-51574694.51,-33398208.58,-30946443.57,-26072344.33
Other Special Charges,-233039.83,-670169.33,-581138.36,-26495.86
Write Off,15307610.13,7310484.24,7883815.53,13991367.99
Impairment Of Capital Assets,36500124.21,26757893.67,23643766.4,12107472.2
Net Non Operating Interest Income Expense,9493258.43,-5023603.88,336039.66,-3611037.35
Total Other Finance Cost,727903.63,689536.15,505044.71,636185.88
Interest Expense Non Operating,5295692.77,7835927.52,5230648.82,5184094.58
Interest Income Non Operating,15516854.83,3501859.79,6071733.19,2209243.11
Operating Income,554275931.79,492157196.98,470979521.0,266354565.94
Operating Expense,777787845.99,698164338.3,616198231.86,392780542.95
Other Operating Expenses,25001213.25,20043677.24,21545275.34,9880582.8
Depreciation And Amortization In Income Statement,10880583.4,12513614.54,6659865.49,5006646.35
Depreciation Income Statement,10880583.4,12513614.54,6659865.49,5006646.35
Research And Development,286843304.68,256745333.26,231001103.86,147974454.52
Selling General And Administration,208554813.75,187993226.46,174162084.19,96580740.98
Selling And Marketing Expense,171003302.96,151451843.86,100825218.23,49961730.26
General And Administrative Expense,37551510.79,36541382.6,73336865.96,46619010.72
Rent And Landing Fees,10425784.56,10577232.07,5834429.17,2975950.83
Gross Profit,1332063777.78,1190321535.28,1087177752.86,659135108.89
Cost Of Revenue,2130749434.55,1845849195.17,1563796378.84,843966639.16
Total Revenue,3462813212.33,3036170730.45,2650974131.7,1503101748.05
Operating Revenue,3462813212.33,3036170730.45,2650974131.7,1503101748.05
