,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-250502639.44,-888746027.17,-982712709.06,-1056680166.65
Repayment Of Debt,-1807840244.31,-952714264.01,-581037018.65,-178675564.54
Issuance Of Debt,1750477045.3,1829809962.55,1155581881.68,668925711.75
Capital Expenditure,-375626269.75,-505376968.5,-554803034.57,-193855705.1
End Cash Position,314933923.79,293371034.05,971058100.63,349491914.05
Beginning Cash Position,293371034.05,971058100.63,349491914.05,950279644.03
Effect Of Exchange Rate Changes,-5397.36,-29283.33,-12118.12,-803.63
Changes In Cash,21568287.1,-677657783.25,621578304.7,-600786926.35
Financing Cash Flow,270038652.73,208504117.0,1597970750.02,445722040.73
Net Other Financing Charges,433485764.2,-551432073.17,1107947302.27,-12196095.74
Cash Dividends Paid,-106083912.46,-117159508.37,-84521415.28,-32332010.74
Net Issuance Payments Of Debt,-57363199.01,877095698.54,574544863.03,490250147.21
Net Long Term Debt Issuance,-57363199.01,877095698.54,574544863.03,490250147.21
Long Term Debt Payments,-1807840244.31,-952714264.01,-581037018.65,-178675564.54
Long Term Debt Issuance,1750477045.3,1829809962.55,1155581881.68,668925711.75
Investing Cash Flow,-373593995.94,-502792841.58,-548482770.83,-183684505.53
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,2021773.81,2573625.13,6298782.68,10170491.06
Sale Of Investment,1283021773.81,1095573625.13,3349298782.68,3023170491.06
Purchase Of Investment,-1281000000.0,-1093000000.0,-3343000000.0,-3013000000.0
Net PPE Purchase And Sale,-375615769.75,-505366466.71,-554781553.51,-193854996.59
Sale Of PPE,10500.0,10501.79,21481.06,708.51
Purchase Of PPE,-375626269.75,-505376968.5,-554803034.57,-193855705.1
Capital Expenditure Reported,,,,
Operating Cash Flow,125123630.31,-383369058.67,-427909674.49,-862824461.55
Change In Working Capital,-294659851.94,-259851449.66,-66471229.13,-100047841.8
Change In Payable,50443508.38,13429169.25,219940727.77,51567242.62
Change In Inventory,-65179347.94,-53130969.6,-102085136.86,-50589712.5
Change In Receivables,-279924012.38,-220149649.31,-184326820.04,-101025371.92
Other Non Cash Items,126805722.56,127220572.18,88122440.49,34296567.0
Depreciation And Amortization,156959190.62,114863915.8,65959145.86,52291807.21
Amortization Cash Flow,9720811.97,7142415.37,3516337.93,2556021.54
Depreciation,147238378.65,107721500.43,62442807.93,49735785.67
Gain Loss On Investment Securities,-1956369.07,-2476410.84,-6105381.78,-9777032.47
Gain Loss On Sale Of PPE,309743.57,182027.0,79530.42,23699.14
Net Income From Continuing Operations,112348956.05,-396831087.8,-520052611.57,-868868887.13
Cash Flowsfromusedin Operating Activities Direct,125123630.31,-383369058.67,-427909674.49,-862824461.55
Taxes Refund Paid Direct,-83136133.75,5920156.0,99385077.03,67621685.71
Classesof Cash Payments,-2196483105.81,-2234320431.55,-1444948088.77,-1017853222.83
Other Cash Paymentsfrom Operating Activities,-960279846.45,-686927186.56,-373510835.04,-148598981.96
Paymentson Behalfof Employees,-777993363.98,-677521976.19,-404341070.49,-306355729.55
Paymentsto Suppliersfor Goodsand Services,-458209895.38,-869871268.8,-667096183.24,-562898511.32
Classesof Cash Receiptsfrom Operating Activities,2404742869.87,1845031216.88,917653337.25,87407075.57
Other Cash Receiptsfrom Operating Activities,81590404.88,75843265.05,38332945.76,27260666.13
Receiptsfrom Customers,2323152464.99,1769187951.83,879320391.49,60146409.44
