,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-226449346.08,-285139732.87,-215074478.33,169503625.27
Repayment Of Debt,-118000000.0,,0.0,0.0
Issuance Of Debt,185451600.0,45000000.0,0.0,0.0
Capital Expenditure,-17327662.3,-23237309.8,-140974676.28,-60278254.17
End Cash Position,348497530.09,192518121.61,793239352.3,1108949414.73
Beginning Cash Position,192518121.61,793239352.3,1108949414.73,665286179.16
Effect Of Exchange Rate Changes,169253.59,57069.68,25558.48,-2581.24
Changes In Cash,155810154.89,-600778300.37,-315735620.91,443665816.81
Financing Cash Flow,32089205.28,16859400.97,-36183900.08,263000672.18
Net Other Financing Charges,-30293009.96,-27687786.52,-27658575.6,383693883.67
Cash Dividends Paid,-5069384.76,-452812.51,-8525324.48,-120693211.49
Net Issuance Payments Of Debt,67451600.0,45000000.0,0.0,0.0
Net Long Term Debt Issuance,67451600.0,45000000.0,0.0,0.0
Long Term Debt Payments,-118000000.0,,0.0,0.0
Long Term Debt Issuance,185451600.0,45000000.0,0.0,0.0
Investing Cash Flow,332842633.39,-355735278.27,-205451918.78,-49116734.81
Net Other Investing Changes,,,,1644952.63
Net Investment Purchase And Sale,350098815.69,-332501768.47,-64483042.5,8809221.73
Sale Of Investment,600098815.69,317498231.53,1512876245.0,1812559221.73
Purchase Of Investment,-250000000.0,-650000000.0,-1577359287.5,-1803750000.0
Net Business Purchase And Sale,,,0.0,0.0
Sale Of Business,,,0.0,0.0
Purchase Of Business,,,0.0,0.0
Net PPE Purchase And Sale,-17256182.3,-23233509.8,-140968876.28,-59570909.17
Sale Of PPE,71480.0,3800.0,5800.0,707345.0
Purchase Of PPE,-17327662.3,-23237309.8,-140974676.28,-60278254.17
Capital Expenditure Reported,,,,
Operating Cash Flow,-209121683.78,-261902423.07,-74099802.05,229781879.44
Change In Working Capital,57884917.97,-51864115.08,-118840063.48,140638038.02
Change In Other Current Assets,-5221773.75,-16597142.15,-21125455.01,-25147319.64
Change In Payable,-2485768.33,72318900.3,111835253.99,-96279091.46
Change In Inventory,-17321728.7,-16023725.02,-84180301.29,73292595.94
Change In Receivables,82914188.75,-91562148.21,-125369561.17,188771853.18
Other Non Cash Items,8141837.08,2422030.61,2741450.02,2904904.17
Deferred Tax,,,,
Depreciation And Amortization,62611421.01,55172370.57,43697139.59,41429558.22
Amortization Cash Flow,10771949.22,7346462.72,4580417.68,3388511.04
Depreciation,51839471.79,47825907.85,39116721.91,38041047.18
Gain Loss On Investment Securities,-22851330.21,-22272565.86,-14554838.36,-17185252.34
Gain Loss On Sale Of PPE,659536.38,-64878.56,72563.21,86910.92
Net Income From Continuing Operations,-385309844.29,-383915571.24,-32140985.83,40501390.87
Cash Flowsfromusedin Operating Activities Direct,-209121683.78,-261902423.07,-74099802.05,229781879.44
Taxes Refund Paid Direct,-29590625.43,-26869200.91,-25763091.11,-51374909.76
Interest Received Direct,,,0.0,0.0
Interest Paid Direct,,,0.0,0.0
Classesof Cash Payments,-1290135397.34,-1242670687.04,-1015838661.2,-927313158.83
Other Cash Paymentsfrom Operating Activities,-173018982.44,-184747988.69,-168267019.42,-170907178.66
Paymentson Behalfof Employees,-449519516.94,-430911899.83,-416609635.91,-339008794.87
Paymentsto Suppliersfor Goodsand Services,-667596897.96,-627010798.52,-430962005.87,-417397185.3
Classesof Cash Receiptsfrom Operating Activities,1110604338.99,1007637464.88,967501950.26,1208469948.03
Other Cash Receiptsfrom Operating Activities,37308311.32,50187171.41,86708853.68,52251797.46
Receiptsfrom Customers,1073296027.67,957450293.47,880793096.58,1156218150.57
