,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,581525777.0,581521225.0,581951198.0,582441698.0
Share Issued,581525777.0,581521225.0,581951198.0,582441698.0
Net Debt,504299002.75,125532987.26,340286062.97,
Total Debt,1363692651.85,1154910999.37,1290506648.19,209856792.45
Tangible Book Value,2349807680.48,2423705260.42,2741480120.25,2223267408.6
Invested Capital,4600506200.55,4781339694.45,5244811740.9,3687768474.14
Working Capital,1901939210.63,2007892573.11,2333628153.64,1464741753.71
Net Tangible Assets,2349807680.48,2423705260.42,2741480120.25,2223267408.6
Capital Lease Obligations,14549223.22,14773721.14,21365049.74,1341138.78
Common Stock Equity,3328432467.16,3706445818.66,3997459859.52,3486432122.75
Total Capitalization,3987278061.55,4364372041.69,4577983954.19,3495432122.75
Total Equity Gross Minority Interest,3477559327.21,3764909104.62,4091911026.53,3598715278.58
Minority Interest,149126860.05,58463285.96,94451167.01,112283155.83
Stockholders Equity,3328432467.16,3706445818.66,3997459859.52,3486432122.75
Other Equity Interest,106803654.42,106815270.41,106825641.83,
Treasury Stock,70032185.59,50020748.47,32166400.0,67417600.0
Retained Earnings,934498408.49,1290054544.81,1578006362.3,1245105445.28
Additional Paid In Capital,1630260206.34,1632694657.98,1607854867.43,1581681787.43
Capital Stock,581525777.0,581521225.0,581951198.0,582441698.0
Common Stock,581525777.0,581521225.0,581951198.0,582441698.0
Total Liabilities Net Minority Interest,2470283002.8,2361766035.77,2380889288.37,1562473152.5
Total Non Current Liabilities Net Minority Interest,705275792.17,705589084.25,637164776.18,38521222.85
Other Non Current Liabilities,,818654.0,,1920000.0
Non Current Deferred Revenue,15518886.19,10214734.14,6870398.44,8676415.11
Non Current Deferred Taxes Liabilities,16362088.37,21855751.94,28405233.33,17583668.96
Long Term Debt And Capital Lease Obligation,673394817.61,672699944.17,601889144.41,10341138.78
Long Term Capital Lease Obligation,14549223.22,14773721.14,21365049.74,1341138.78
Long Term Debt,658845594.39,657926223.03,580524094.67,9000000.0
Current Liabilities,1765007210.63,1656176951.52,1743724512.19,1523951929.65
Other Current Liabilities,15483302.23,12696055.28,29738740.56,46205093.59
Current Debt And Capital Lease Obligation,690297834.24,482211055.2,688617503.78,199515653.67
Current Debt,613228139.0,416967652.76,666827786.71,192336351.39
Payables,931751621.9,1049035981.97,881452623.32,1017313137.7
Other Payable,123533621.13,240766356.2,97494469.71,150210243.84
Total Tax Payable,21535491.71,22842622.92,54636102.17,54318761.77
Accounts Payable,786682509.06,785427002.85,729322051.44,812784132.09
Total Assets,5947842330.01,6126675140.39,6472800314.9,5161188431.08
Total Non Current Assets,2280895908.75,2462605615.76,2395447649.07,2172494747.72
Other Non Current Assets,65232879.13,71357743.76,55387199.71,25581488.68
Non Current Deferred Assets,3402181.51,3776866.85,5419498.26,2065826.17
Non Current Deferred Taxes Assets,17513162.09,18746256.73,10255056.8,18909049.54
Investmentin Financial Assets,25750700.0,25124700.0,10864300.0,9478392.56
Available For Sale Securities,25750700.0,25124700.0,10864300.0,9478392.56
Long Term Equity Investment,,,58627559.0,58079711.25
Goodwill And Other Intangible Assets,978624786.68,1282740558.24,1255979739.27,1263164714.15
Other Intangible Assets,228889264.69,199325538.81,213607775.03,220792749.91
Goodwill,749735521.99,1083415019.43,1042371964.24,1042371964.24
Net PPE,1190372199.34,1060859490.18,998914296.03,795215565.37
Accumulated Depreciation,-717478702.43,-627932342.09,-546101918.86,-484403131.54
Gross PPE,1907850901.77,1688791832.27,1545016214.89,1279618696.91
Construction In Progress,153198739.87,92358744.48,111841518.83,138402234.84
Other Properties,133274165.32,120714405.28,135217169.59,82195922.3
Machinery Furniture Equipment,764893926.88,670687049.73,549680848.0,424683863.96
Buildings And Improvements,,,,
Properties,856484069.7,805031632.78,748276678.47,634336675.81
Current Assets,3666946421.26,3664069524.63,4077352665.83,2988693683.36
Other Current Assets,64845338.62,54916277.56,78999597.38,50557282.26
Prepaid Assets,119176888.89,89234368.55,188469065.27,55015667.82
Inventory,1831169478.44,1783990320.55,2212426566.17,1961171438.17
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,492595176.66,629125844.46,904592835.33,396022112.42
Work In Process,637812003.06,537287191.61,739754782.04,648652622.67
Raw Materials,700762298.72,617577284.48,568078948.8,916496703.08
Other Receivables,104266167.12,84185620.97,104053107.05,71530258.9
Accounts Receivable,680000838.58,633705499.34,511906530.11,452362083.94
Allowance For Doubtful Accounts Receivable,-77416798.67,-69533414.48,-58364958.66,-54001776.13
Gross Accounts Receivable,757417637.25,703238913.82,570271488.77,506363860.07
Cash Cash Equivalents And Short Term Investments,867487709.61,1018037437.66,981497799.85,398056952.27
Other Short Term Investments,99712978.97,68676549.13,74431981.44,30000000.0
Cash And Cash Equivalents,767774730.64,949360888.53,907065818.41,368056952.27
Cash Equivalents,108715791.73,90113149.43,131342049.98,23150000.0
Cash Financial,659058938.91,859247739.1,775723768.43,344906952.27
