,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1055911205.0,1055911205.0,1055911205.0,1055911205.0
Share Issued,1055911205.0,1055911205.0,1055911205.0,1055911205.0
Net Debt,,,,
Total Debt,494593571.29,270787053.64,365265301.74,194662789.88
Tangible Book Value,1613077159.51,1835712449.4,1851348112.74,1948550846.46
Invested Capital,2259659461.09,2320651568.51,2394940819.06,2286345435.92
Working Capital,968486130.19,1083898179.06,1044341861.74,1060192197.09
Net Tangible Assets,1613077159.51,1835712449.4,1851348112.74,1948550846.46
Capital Lease Obligations,3825675.44,2526870.78,6565648.68,9251331.25
Common Stock Equity,1875295205.29,2080651568.51,2124440820.06,2156345435.92
Total Capitalization,2016745205.29,2207151568.51,2273440820.06,2156345435.92
Total Equity Gross Minority Interest,1883332016.19,2122165960.84,2184955958.4,2212126716.7
Minority Interest,8036810.9,41514392.33,60515138.34,55781280.78
Stockholders Equity,1875295205.29,2080651568.51,2124440820.06,2156345435.92
Retained Earnings,-555354972.73,-468930439.8,-460244484.82,-412550173.04
Additional Paid In Capital,1483237810.03,1483415825.37,1474747202.32,1458957506.4
Capital Stock,1055911205.0,1055911205.0,1055911205.0,1055911205.0
Common Stock,1055911205.0,1055911205.0,1055911205.0,1055911205.0
Total Liabilities Net Minority Interest,972467655.35,768713644.87,870216267.61,714647217.06
Total Non Current Liabilities Net Minority Interest,170854777.8,206441304.77,169076417.39,47844148.05
Other Non Current Liabilities,,51761588.0,,
Tradeand Other Payables Non Current,,,,24653150.85
Non Current Deferred Revenue,6292097.25,6391725.08,9043194.36,12261338.24
Non Current Deferred Taxes Liabilities,19287005.11,19261120.91,4467574.35,1678327.71
Long Term Debt And Capital Lease Obligation,145275675.44,129026870.78,155565648.68,9251331.25
Long Term Capital Lease Obligation,3825675.44,2526870.78,6565648.68,9251331.25
Long Term Debt,141450000.0,126500000.0,149000000.0,
Current Liabilities,801612877.55,562272340.1,701139850.22,666803069.01
Other Current Liabilities,1645681.76,2309738.0,3119536.77,1698559.18
Current Debt And Capital Lease Obligation,349317895.85,141760182.86,209699653.06,185411458.63
Current Debt,242914255.8,113500000.0,121499999.0,130000000.0
Payables,436856058.44,400351353.9,464276076.79,466626287.49
Other Payable,361626641.06,343078635.19,389065392.39,395603890.68
Dividends Payable,,,,5760623.98
Total Tax Payable,9608923.04,19370874.37,25580263.38,31000823.76
Accounts Payable,65620494.34,37901844.34,49630421.02,34260949.07
Total Assets,2855799671.54,2890879605.71,3055172226.01,2926773933.76
Total Non Current Assets,1085700663.8,1244709086.55,1309690514.05,1199778667.66
Other Non Current Assets,34731493.5,60191591.64,48600254.88,5977813.65
Non Current Deferred Assets,4916636.49,4547908.82,7334886.95,4031970.61
Non Current Deferred Taxes Assets,128239753.53,132354746.08,116584581.67,104623453.82
Investmentin Financial Assets,158106229.96,275144394.91,380994299.83,387640009.63
Available For Sale Securities,158106229.96,275144394.91,380994299.83,387640009.63
Long Term Equity Investment,220174591.57,239538378.77,141714774.98,93724606.83
Investment Properties,2348928.19,1025437.69,1449427.76,1838075.36
Goodwill And Other Intangible Assets,262218045.78,244939119.11,273092707.32,207794589.46
Other Intangible Assets,217272722.88,211996326.04,240149914.25,174851796.39
Goodwill,44945322.9,32942793.07,32942793.07,32942793.07
Net PPE,274964984.78,286967509.53,339919580.66,394148148.3
Accumulated Depreciation,-897240686.41,-876625489.15,-856313031.01,-823062808.23
Gross PPE,1172205671.19,1163592998.68,1196232611.67,1217210956.53
Construction In Progress,6997965.44,2458799.63,3775438.98,4094728.84
Other Properties,740676065.14,734595620.08,767322339.58,788058297.25
Machinery Furniture Equipment,9280964.44,8796826.2,8710911.71,8634009.04
Buildings And Improvements,,,,
Properties,415250676.17,417741752.77,416423921.4,416423921.4
Current Assets,1770099007.74,1646170519.16,1745481711.96,1726995266.1
Other Current Assets,11304413.99,3583531.3,2655459.22,4498500.36
Prepaid Assets,31571312.8,27211898.07,33234912.16,20781129.05
Inventory,201698756.58,170996939.13,202401066.62,157774573.28
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,86726923.53,64704402.79,94339676.83,41324736.52
Work In Process,2371616.03,2558100.25,4217857.84,8855017.29
Raw Materials,112600217.02,103734436.09,103843531.95,107594819.47
Other Receivables,180938719.43,284559585.38,329450017.38,562667340.07
Accounts Receivable,272481950.24,323381824.13,331453977.34,421842996.79
Allowance For Doubtful Accounts Receivable,-36420063.66,-34356855.9,-36056110.68,-41646853.05
Gross Accounts Receivable,308902013.9,357738680.03,367510088.02,463489849.84
Cash Cash Equivalents And Short Term Investments,1072103854.7,836436741.15,846286279.24,559430726.55
Cash And Cash Equivalents,1072103854.7,836436741.15,846286279.24,559430726.55
Cash Equivalents,304401.82,3506979.96,134889.17,4267079.34
Cash Financial,1071799452.88,832929761.19,846151390.07,555163647.21
