,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2179365328.0,2173562043.0,2169325273.0,2068026375.0
Share Issued,2179365328.0,2173562043.0,2169325273.0,2068026375.0
Net Debt,16357484147.41,1939466027.56,,3908277090.59
Total Debt,46758810127.24,29394024494.15,17298938066.86,16990194896.84
Tangible Book Value,23113111059.66,28329019737.65,23554363859.95,16063533610.82
Invested Capital,65237950430.61,57820867732.93,39631100989.34,31710287898.1
Working Capital,16781600544.83,15501697264.02,6115439090.86,6812190836.12
Net Tangible Assets,23113111059.66,28329019737.65,23554363859.95,16063533610.82
Capital Lease Obligations,535524518.35,55417081.45,53959069.33,34747274.59
Common Stock Equity,26377753530.43,31526425150.21,26340485928.62,17111933473.15
Total Capitalization,58820237163.55,51366010663.88,29912711806.26,25062830578.51
Total Equity Gross Minority Interest,32241943984.87,36549088538.76,28797192625.63,18163597459.97
Minority Interest,5864190454.44,5022663388.55,2456706697.01,1051663986.82
Stockholders Equity,26377753530.43,31526425150.21,26340485928.62,17111933473.15
Other Equity Interest,621908014.32,621914889.71,,336810588.87
Treasury Stock,659714215.87,399886791.21,,
Retained Earnings,6028305125.32,10824369815.88,6452628881.37,3367583887.63
Additional Paid In Capital,17593386166.63,17529309968.55,17007177791.77,11390831022.1
Capital Stock,2179365328.0,2173562043.0,2173242227.0,2073667807.0
Common Stock,2179365328.0,2173562043.0,2173242227.0,2073667807.0
Total Liabilities Net Minority Interest,91692867973.0,83796886721.85,61180513476.6,45376284399.15
Total Non Current Liabilities Net Minority Interest,36207440465.55,22820973674.74,6230899307.57,10327122613.45
Other Non Current Liabilities,2458009518.82,1746881926.42,1282973899.21,1099510572.22
Tradeand Other Payables Non Current,733641110.11,885102703.88,1007161716.04,1199199328.89
Non Current Deferred Revenue,3184240.14,15020365.5,2760286.04,13316057.4
Non Current Deferred Taxes Liabilities,34597445.01,278966083.82,311818459.31,29452274.99
Long Term Debt And Capital Lease Obligation,32978008151.47,19895002595.12,3626184946.97,7985644379.95
Long Term Capital Lease Obligation,535524518.35,55417081.45,53959069.33,34747274.59
Long Term Debt,32442483633.12,19839585513.67,3572225877.64,7950897105.36
Current Liabilities,55485427507.45,60975913047.11,54949614169.03,35049161785.7
Other Current Liabilities,714806092.13,1682154543.54,2591141063.2,2194492694.68
Current Debt And Capital Lease Obligation,13780801975.77,9499021899.03,13672753119.89,9004550516.89
Current Debt,6417713267.06,6454857069.05,9718389183.08,6647457319.59
Payables,38797734913.18,46762262848.62,33674181087.04,21764409698.14
Other Payable,5680143669.44,6064137772.64,2591707094.88,2396830082.35
Total Tax Payable,645840271.12,1054039485.26,968585210.41,659194078.06
Accounts Payable,32471750972.62,39644085590.72,30113888781.75,18708385537.73
Total Assets,123934811957.87,120345975260.61,89977706102.23,63539881859.12
Total Non Current Assets,51667783905.59,43868364949.48,28912652842.34,21678529237.3
Other Non Current Assets,3246036874.55,4647416798.2,2981343782.01,1656675478.32
Non Current Deferred Assets,184559267.82,137471556.82,49499109.82,42046233.14
Non Current Deferred Taxes Assets,3374472762.68,2549769091.1,1874521421.4,1216521720.93
Investmentin Financial Assets,1802493583.75,1405909903.42,957506049.49,416346386.91
Held To Maturity Securities,,,,43341214.97
Available For Sale Securities,1802493583.75,1405909903.42,957506049.49,373005171.94
Long Term Equity Investment,3413255813.17,4428351588.86,3649439455.11,2047803582.39
Goodwill And Other Intangible Assets,3264642470.77,3197405412.56,2786122068.67,1048399862.33
Other Intangible Assets,3110344830.97,3043107772.76,2631824428.87,894102222.53
Goodwill,154297639.8,154297639.8,154297639.8,154297639.8
Net PPE,35252926227.99,27197717337.02,16418867287.73,14581615628.83
Accumulated Depreciation,-14048331008.88,-9186634550.38,-6335538370.59,-5309835788.54
Gross PPE,49301257236.87,36384351887.4,22754405658.32,19891451417.37
Construction In Progress,3138052780.88,3966337926.49,4039452493.84,1165287258.06
Other Properties,3223878590.42,1921103346.62,1436808966.33,1200126270.8
Machinery Furniture Equipment,35356770983.44,24147139807.57,13358813132.35,13792047405.18
Buildings And Improvements,,,,
Properties,7582554882.13,6349770806.72,3919331065.8,3733990483.33
Current Assets,72267028052.28,76477610311.13,61065053259.89,41861352621.82
Other Current Assets,5080138270.31,3601044312.68,2315086052.48,1683066792.36
Hedging Assets Current,,476842.39,188049284.33,
Assets Held For Sale Current,,2752293.58,,
Prepaid Assets,1851533574.21,1803885625.76,1463874161.2,2101714745.46
Inventory,22340460149.83,23403830258.25,18714702728.71,12753544744.62
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,13408855106.38,9171354102.68,7815435343.29,4351177389.83
Finished Goods,5095276965.09,8354201255.61,7366926898.06,4729007358.27
Work In Process,1106963644.09,2665956386.96,1440505286.0,1537007449.58
Raw Materials,2729364434.27,3212318513.0,2091835201.36,2136352546.94
Other Receivables,4764607884.59,5193284969.37,5941041763.31,6032894538.75
Accounts Receivable,15698679909.39,18089310594.45,13210006793.47,8170107007.44
Allowance For Doubtful Accounts Receivable,-1356339696.29,-919056747.26,-700086212.67,-570043886.87
Gross Accounts Receivable,17055019605.68,19008367341.71,13910093006.14,8740150894.31
Cash Cash Equivalents And Short Term Investments,22531608263.95,24383025414.65,19232292476.39,11120024793.19
Other Short Term Investments,28895511.18,28048859.49,89366747.88,429947458.83
Cash And Cash Equivalents,22502712752.77,24354976555.16,19142925728.51,10690077334.36
Cash Equivalents,3914872696.69,5873268508.89,5545736329.47,4146864434.41
Cash Financial,18587840056.08,18476301355.48,13597189399.04,6543212899.95
