,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,333486800.0,334992000.0,334992000.0,334992000.0
Share Issued,333486800.0,334992000.0,334992000.0,334992000.0
Net Debt,41832088.42,34176713.65,162967028.85,152312996.16
Total Debt,607280193.64,506522978.26,569743429.06,539905517.59
Tangible Book Value,2212114559.31,2020420439.73,2083488917.93,1944064876.61
Invested Capital,3067619689.41,2747067250.24,2865348495.47,2677196153.78
Working Capital,1488794111.63,1339915913.75,1519331713.19,1250498357.17
Net Tangible Assets,2212114559.31,2020420439.73,2083488917.93,1944064876.61
Capital Lease Obligations,4266562.57,2474255.02,847802.83,
Common Stock Equity,2468042832.51,2273366561.35,2311994310.1,2183362179.12
Total Capitalization,2472542832.51,2323366561.35,2341994310.1,2183362179.12
Total Equity Gross Minority Interest,2699379161.09,2477139821.99,2517235584.48,2332120344.93
Minority Interest,231336328.58,203773260.64,205241274.38,148758165.81
Stockholders Equity,2468042832.51,2273366561.35,2311994310.1,2183362179.12
Treasury Stock,20102465.17,11077650.68,11077650.68,11077650.68
Retained Earnings,1133973910.51,941997604.42,982722704.23,909592250.0
Additional Paid In Capital,832910492.29,836211265.17,810981568.37,798581676.22
Capital Stock,333486800.0,334992000.0,334992000.0,334992000.0
Common Stock,333486800.0,334992000.0,334992000.0,334992000.0
Total Liabilities Net Minority Interest,1838919911.02,1827843826.93,1648465289.79,1685406119.4
Total Non Current Liabilities Net Minority Interest,78273884.45,116499771.33,80696519.72,52850605.99
Other Non Current Liabilities,4868200.0,1794700.0,1794700.0,1794700.0
Tradeand Other Payables Non Current,176211.08,26211.08,,
Non Current Deferred Revenue,25594204.25,27076701.36,27599339.66,27461339.66
Non Current Deferred Taxes Liabilities,38868706.55,35127903.87,20454677.23,23594566.33
Long Term Debt And Capital Lease Obligation,8766562.57,52474255.02,30847802.83,
Long Term Capital Lease Obligation,4266562.57,2474255.02,847802.83,
Long Term Debt,4500000.0,50000000.0,30000000.0,
Current Liabilities,1760646026.57,1711344055.6,1567768770.07,1632555513.41
Other Current Liabilities,16169391.03,80437864.14,36361082.05,29189718.42
Current Debt And Capital Lease Obligation,598513631.07,454048723.24,538895626.23,539905517.59
Current Debt,595076856.9,423700688.89,523354185.37,493833974.66
Payables,954295245.99,846873096.89,839731175.28,881648017.31
Other Payable,163180339.94,249347225.39,241514315.74,312511855.86
Dividends Payable,439920.0,623820.0,2940320.98,3084437.5
Total Tax Payable,62255337.93,67010438.45,108847778.86,75600590.29
Accounts Payable,728419648.12,529891613.05,486428759.7,490451133.66
Total Assets,4538299072.11,4304983648.92,4165700874.27,4017526464.33
Total Non Current Assets,1288858933.91,1253723679.57,1078600391.01,1134472593.75
Other Non Current Assets,,,,
Non Current Deferred Assets,2931513.64,446041.55,631839.93,3546905.91
Non Current Deferred Taxes Assets,74982279.13,73671474.96,54214493.28,47231663.38
Investmentin Financial Assets,116166583.67,119046272.71,129389515.24,143839774.76
Held To Maturity Securities,,,,11519304.88
Available For Sale Securities,116166583.67,119046272.71,129389515.24,132320469.88
Long Term Equity Investment,8924933.76,9245130.4,8383927.74,15676250.57
Investment Properties,48923150.37,64840567.85,68805012.58,87225646.21
Goodwill And Other Intangible Assets,255928273.2,252946121.62,228505392.17,239297302.51
Other Intangible Assets,166461531.49,163479379.91,139038650.46,149830560.8
Goodwill,89466741.71,89466741.71,89466741.71,89466741.71
Net PPE,745812749.86,696737834.11,547580320.17,553166407.93
Accumulated Depreciation,-745585570.02,-688509407.8,-668401121.3,-634713830.61
Gross PPE,1491398319.88,1385247241.91,1215981441.47,1187880238.54
Construction In Progress,53114992.05,35196603.3,83852464.2,33961143.34
Other Properties,692697757.81,39433965.39,32909412.04,31052722.15
Machinery Furniture Equipment,780326251.3,732317068.93,665153237.38,671697403.49
Buildings And Improvements,,,,
Properties,613051125.25,578299604.29,434066327.85,451168969.56
Current Assets,3249440138.2,3051259969.35,3087100483.26,2883053870.58
Other Current Assets,129538716.6,219576715.12,170240856.3,125083278.63
Hedging Assets Current,,36400.0,941350.0,
Prepaid Assets,134566330.98,52107208.61,170793748.82,80626862.11
Inventory,662655183.59,663863114.36,590198585.69,742958064.04
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,46931495.02,38418774.78,25605286.31,20096126.04
Finished Goods,416228293.58,403363415.85,363061026.72,484711806.8
Work In Process,23539069.03,27005245.32,13414244.01,50201030.04
Raw Materials,175956325.96,195075678.41,188118028.65,187949101.16
Other Receivables,126454664.85,147229332.63,98609504.97,161674294.82
Accounts Receivable,1598480473.7,1508923223.39,1544429280.96,1324190392.48
Allowance For Doubtful Accounts Receivable,-331608791.44,-302753608.18,-244346549.82,-197097314.5
Gross Accounts Receivable,1930089265.14,1811676831.57,1788775830.78,1521287706.98
Cash Cash Equivalents And Short Term Investments,597744768.48,459523975.24,511887156.52,448520978.5
Other Short Term Investments,40000000.0,20000000.0,121500000.0,107000000.0
Cash And Cash Equivalents,557744768.48,439523975.24,390387156.52,341520978.5
Cash Equivalents,306454066.48,97678534.03,84849753.13,26778496.04
Cash Financial,251290702.0,341845441.21,305537403.39,314742482.46
