,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2119661396.0,2120046354.0,2120310608.0,2001899996.0
Share Issued,2119661396.0,2120046354.0,2120310608.0,2001899996.0
Total Debt,1343922240.88,1313871299.52,1252389564.66,1096065460.78
Tangible Book Value,22751861547.56,19642860873.01,16728186651.4,14299973148.88
Invested Capital,24727711046.3,21687041156.45,17880841966.24,15906900578.61
Working Capital,16326733378.82,15101902099.59,13569783027.67,12638820113.08
Net Tangible Assets,22751861547.56,19642860873.01,16728186651.4,14299973148.88
Capital Lease Obligations,153157892.72,75017690.95,70182924.87,64005456.49
Common Stock Equity,23597612509.7,20496289780.79,17402833863.85,14924496190.5
Total Capitalization,24352130439.05,21080539780.79,17442833863.85,15581502301.61
Total Equity Gross Minority Interest,25252832672.0,22014445151.45,18503189493.35,15896543868.23
Minority Interest,1655220162.3,1518155370.66,1100355629.5,972047677.73
Stockholders Equity,23597612509.7,20496289780.79,17402833863.85,14924496190.5
Treasury Stock,819340797.75,1515568419.42,1780630143.05,704811631.0
Retained Earnings,11551584464.05,9854303950.25,7953356039.76,6177502862.05
Additional Paid In Capital,6291961482.41,6332822388.31,6879486627.24,6034235652.8
Capital Stock,2118271050.0,2120046354.0,1631008160.0,1135521069.0
Common Stock,2118271050.0,2120046354.0,1631008160.0,1135521069.0
Total Liabilities Net Minority Interest,15993980781.82,13555459170.82,13327000785.56,11090788344.62
Total Non Current Liabilities Net Minority Interest,1277518811.61,1057195431.36,686638586.61,1086034523.67
Other Non Current Liabilities,34119360.74,91842909.48,259572870.96,72427818.85
Tradeand Other Payables Non Current,-50051902.81,-24984612.35,-40876186.63,-20338331.51
Non Current Deferred Revenue,200713145.4,179745963.64,213103149.9,203840702.63
Non Current Deferred Taxes Liabilities,185062386.21,151323479.64,144655827.51,109092766.1
Long Term Debt And Capital Lease Obligation,907675822.07,659267690.95,110182924.87,721011567.6
Long Term Capital Lease Obligation,153157892.72,75017690.95,70182924.87,64005456.49
Long Term Debt,754517929.35,584250000.0,40000000.0,657006111.11
Current Liabilities,14716461970.21,12498263739.46,12640362198.95,10004753820.95
Other Current Liabilities,51528767.72,133953515.63,182450504.89,160486507.52
Current Debt And Capital Lease Obligation,436246418.81,654603608.57,1142206639.79,375053893.18
Current Debt,375580607.25,606501375.66,438008102.39,325398277.0
Payables,13950510353.09,11192143530.95,10373575174.07,8420776884.43
Other Payable,1819511989.14,2501694314.1,2474982794.07,1112532039.95
Dividends Payable,50616130.6,42129829.22,106665224.47,338304.79
Total Tax Payable,192800955.7,54341165.9,134579646.11,43180091.8
Accounts Payable,11887581277.65,8593978221.73,7657347509.42,7264726447.89
Total Assets,41246813453.82,35569904322.27,31830190278.91,26987332212.85
Total Non Current Assets,10203618104.79,7969738483.22,5620045052.29,4343758278.82
Other Non Current Assets,102868144.88,91766975.35,55395017.35,66879699.07
Non Current Deferred Assets,33822067.94,31852521.43,8898276.68,10122265.95
Non Current Deferred Taxes Assets,295663200.78,244835217.42,172594975.02,134692455.03
Long Term Equity Investment,349003959.83,370576541.44,237567841.11,191851797.85
Investment Properties,4716479.06,3933766.9,3108866.23,1206792.08
Goodwill And Other Intangible Assets,845750962.14,853428907.78,674647212.45,624523041.62
Other Intangible Assets,776629066.67,784307012.31,605525316.98,555401146.15
Goodwill,69121895.47,69121895.47,69121895.47,69121895.47
Net PPE,8571793290.16,6373344552.9,4467832863.45,3314482227.22
Accumulated Depreciation,-2489199140.37,-2047171721.2,-1722652671.61,-1478357675.03
Gross PPE,11060992430.53,8420516274.1,6190485535.06,4792839902.25
Construction In Progress,1890078177.81,1793050183.89,1142649720.08,507440290.64
Other Properties,1316624808.38,1168622220.71,989731455.27,884574508.85
Machinery Furniture Equipment,2739451006.23,2123969774.82,1602274250.88,1356222423.26
Buildings And Improvements,,,,
Properties,5114838438.11,3334874094.68,2455830108.83,2044602679.5
Current Assets,31043195349.03,27600165839.05,26210145226.62,22643573934.03
Other Current Assets,295043247.79,197090094.17,315539461.37,201131501.63
Prepaid Assets,96930813.28,75817495.29,125818117.3,54335882.54
Inventory,4699386101.59,4189742188.55,5415967364.48,4729803768.32
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,2404841189.81,2119731601.7,3406911469.54,2649297770.74
Work In Process,1364664903.09,1191717504.91,1177851641.12,1250111309.38
Raw Materials,929880008.69,878293081.94,831204253.82,830394688.2
Other Receivables,4136799267.98,4910861927.48,5472393442.63,5024606550.88
Accounts Receivable,12648487050.26,8339360844.1,4927152460.4,4329028573.09
Allowance For Doubtful Accounts Receivable,-477430792.69,-406795172.43,-326267036.02,-274781190.3
Gross Accounts Receivable,13125917842.95,8746156016.53,5253419496.42,4603809763.39
Cash Cash Equivalents And Short Term Investments,9166548868.13,9887293289.46,9953274380.44,8304667657.57
Other Short Term Investments,1740038.4,814292.48,877980.16,1407952.64
Cash And Cash Equivalents,9164808829.73,9886478996.98,9952396400.28,8303259704.93
Cash Equivalents,43713199.34,72730921.55,89931340.95,53140026.41
Cash Financial,9121095630.39,9813748075.43,9862465059.33,8250119678.52
