,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-9521986.969848,-160132.790086,-94241960.911369,-38750565.510088
Tax Rate For Calcs,0.130536,0.085384,0.108015,0.034818
Normalized EBITDA,8072482739.54,6296924838.97,7180887206.3,5673358028.75
Total Unusual Items,-72945377.35,-1875443.19,-872492338.99,-1112960015.76
Total Unusual Items Excluding Goodwill,-72945377.35,-1875443.19,-872492338.99,-1112960015.76
Net Income From Continuing Operation Net Minority Interest,4858487017.8,3520377530.14,3506011590.67,2306047166.93
Reconciled Depreciation,1529637907.66,1341013636.29,1390132115.94,1153168717.87
Reconciled Cost Of Revenue,37496807305.87,32668224799.37,34302567031.22,32543063378.54
EBITDA,7999537362.19,6295049395.78,6308394867.31,4560398012.99
EBIT,6469899454.53,4954035759.49,4918262751.37,3407229295.12
Net Interest Income,-196354149.67,53713508.49,199251603.41,16849905.17
Interest Expense,596313998.59,570980621.26,690702595.56,936568831.28
Interest Income,469679124.95,652606522.24,913130955.33,988472584.16
Normalized Income,4921910408.180152,3522092840.539914,4284261968.748631,3380256617.179912
Net Income From Continuing And Discontinued Operation,4858487017.8,3520377530.14,3506011590.67,2306047166.93
Total Expenses,46436696910.05,41121533734.81,42492526234.42,38766067942.6
Total Operating Income As Reported,5712435359.03,4325551917.84,4152452769.28,2386307454.13
Diluted Average Shares,,8586286659.0,8347646644.0,8540915433.0
Basic Average Shares,,8586286659.0,8153515327.0,8540915433.0
Diluted EPS,,0.41,0.42,0.27
Basic EPS,,0.41,0.43,0.27
Net Income Common Stockholders,4858487017.8,3520377530.14,3506011590.67,2306047166.93
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4858487017.8,3520377530.14,3506011590.67,2306047166.93
Minority Interests,-248384957.32,-488434947.94,-264910104.09,-78590898.26
Net Income Including Noncontrolling Interests,5106871975.12,4008812478.08,3770921694.76,2384638065.19
Net Income Continuous Operations,5106871975.12,4008812478.08,3770921694.76,2384638065.19
Tax Provision,766713480.82,374242660.15,456638461.05,86022398.65
Pretax Income,5873585455.94,4383055138.23,4227560155.81,2470660463.84
Other Non Operating Income Expenses,161150096.91,57503220.39,75107386.53,84353009.71
Special Income Charges,-63952244.55,78832546.64,-651120993.66,-1042544890.24
Other Special Charges,-547603520.8,-662720085.89,-232657934.16,7604329.41
Write Off,516086250.01,570497521.98,793638171.5,445961423.89
Impairment Of Capital Assets,95469515.34,13390017.27,90140756.32,588979136.94
Net Non Operating Interest Income Expense,-196354149.67,53713508.49,199251603.41,16849905.17
Total Other Finance Cost,69719276.03,27912392.49,23176756.36,35053847.71
Interest Expense Non Operating,596313998.59,570980621.26,690702595.56,936568831.28
Interest Income Non Operating,469679124.95,652606522.24,913130955.33,988472584.16
Operating Income,5670432263.86,4356650772.03,4582326871.69,2865429786.72
Operating Expense,8939889604.18,8453308935.44,8189959203.2,6223004564.06
Other Operating Expenses,358553302.48,323590210.03,136893975.46,379537282.87
Depreciation And Amortization In Income Statement,435400523.37,346959723.41,337908090.38,333429384.91
Depreciation Income Statement,435400523.37,346959723.41,337908090.38,333429384.91
Research And Development,2894822441.81,2768640061.34,3440642461.33,2507477462.41
Selling General And Administration,2968099282.98,2723371790.61,2492928046.59,1880238010.31
Selling And Marketing Expense,2099580027.67,1564812185.76,1688219253.87,1266001574.79
General And Administrative Expense,868519255.31,1158559604.85,804708792.72,614236435.52
Gross Profit,14610321868.04,12809959707.47,12772286074.89,9088434350.78
Cost Of Revenue,37496807305.87,32668224799.37,34302567031.22,32543063378.54
Total Revenue,52107129173.91,45478184506.84,47074853106.11,41631497729.32
Operating Revenue,52107129173.91,45478184506.84,47074853106.11,41631497729.32
