,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,281831071.0,279697039.0,232012200.0,228728817.0
Share Issued,281831071.0,279697039.0,232012200.0,228728817.0
Net Debt,825969976.08,143554279.33,710059832.34,
Total Debt,3054883208.25,2112844184.05,2670544201.05,2013194008.9
Tangible Book Value,5922093200.97,5665502073.62,4067218856.07,3610177233.96
Invested Capital,8982025497.13,7957111507.6,6965127148.56,5758392690.52
Working Capital,2396821977.41,2143306050.85,2781549751.8,2811258837.53
Net Tangible Assets,5922093200.97,5665502073.62,4067218856.07,3610177233.96
Capital Lease Obligations,44124350.29,21664857.86,26595121.61,44810017.65
Common Stock Equity,6168066048.27,5894134365.72,4339252048.69,3828130482.78
Total Capitalization,6214883548.27,5920134365.72,5382532702.64,4815016713.76
Total Equity Gross Minority Interest,6201373250.42,5977498832.23,4460682775.6,3945179277.6
Minority Interest,33307202.15,83364466.51,121430726.91,117048794.82
Stockholders Equity,6168066048.27,5894134365.72,4339252048.69,3828130482.78
Other Equity Interest,,,143696429.37,143713740.37
Treasury Stock,104989452.24,104989452.24,,
Retained Earnings,2454449696.63,2278033608.4,1954688575.82,1576209668.75
Additional Paid In Capital,3120153346.2,3057564038.77,1709110574.74,1619033380.68
Capital Stock,281831071.0,279697039.0,232012200.0,228728817.0
Common Stock,281831071.0,279697039.0,232012200.0,228728817.0
Total Liabilities Net Minority Interest,11373338232.18,8875791330.14,8268441346.76,6230481421.22
Total Non Current Liabilities Net Minority Interest,456033460.23,67855646.13,1082614086.96,1038039109.69
Other Non Current Liabilities,277619.58,819351.1,850459.38,
Tradeand Other Payables Non Current,336578990.44,,,
Non Current Deferred Revenue,22000600.0,16810000.0,9100000.0,4381200.0
Non Current Deferred Taxes Liabilities,6234399.92,2561437.17,2787852.02,1961661.06
Long Term Debt And Capital Lease Obligation,90941850.29,47664857.86,1069875775.56,1031696248.63
Long Term Capital Lease Obligation,44124350.29,21664857.86,26595121.61,44810017.65
Long Term Debt,46817500.0,26000000.0,1043280653.95,986886230.98
Current Liabilities,10917304771.95,8807935684.01,7185827259.8,5192442311.53
Other Current Liabilities,41082465.99,18704561.82,18205706.5,23849185.13
Current Debt And Capital Lease Obligation,2963941357.96,2065179326.19,1600668425.49,981497760.27
Current Debt,2767141948.86,2036977141.88,1582594445.92,943375976.76
Payables,7501753564.55,6378691279.22,5324950269.61,3833386196.56
Other Payable,185275232.16,237717464.81,300486944.66,240320152.95
Total Tax Payable,413929374.08,454131054.77,347489448.65,197987887.65
Accounts Payable,6902548958.31,5686842759.64,4676973876.3,3395078155.96
Total Assets,17574711482.6,14853290162.37,12729124122.36,10175660698.82
Total Non Current Assets,4260584733.24,3902048427.51,2761747110.76,2171959549.76
Other Non Current Assets,2228897216.34,2160308640.68,1257636504.63,1121058782.94
Non Current Deferred Assets,6219297.35,6450962.17,8110903.49,5447758.98
Non Current Deferred Taxes Assets,182568048.03,144627726.25,99907701.8,67805072.5
Investmentin Financial Assets,,375000.0,375000.0,375000.0
Available For Sale Securities,,375000.0,375000.0,375000.0
Long Term Equity Investment,99366141.17,102707918.84,62083382.71,53387256.7
Goodwill And Other Intangible Assets,245972847.3,228632292.1,272033192.62,217953248.82
Other Intangible Assets,104100127.36,69499118.43,92031899.1,52087738.81
Goodwill,141872719.94,159133173.67,180001293.52,165865510.01
Net PPE,1485839200.91,1258945887.47,1061600425.51,705932429.82
Accumulated Depreciation,-249177267.54,-151445447.25,-130438934.65,-114502756.5
Gross PPE,1735016468.45,1410391334.72,1192039360.16,820435186.32
Construction In Progress,286718065.9,436970221.21,618700585.24,438145228.15
Other Properties,150063208.09,88431962.26,60879023.81,95934224.22
Machinery Furniture Equipment,482843888.9,490414080.93,113793225.78,103764187.26
Buildings And Improvements,,,,
Properties,815391305.56,394575070.32,398666525.33,182591546.69
Current Assets,13314126749.36,10951241734.86,9967377011.6,8003701149.06
Other Current Assets,1292742583.6,438566227.78,1155313892.58,306047686.91
Prepaid Assets,191326684.24,159540929.45,116681858.55,126969045.13
Inventory,1920761023.15,1739681693.51,1304092415.32,1148883036.33
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,1334607475.2,1065687633.7,990077224.25,710671836.57
Finished Goods,326697210.97,361488674.29,180175533.95,293633614.89
Raw Materials,259456336.98,312505385.52,133839657.12,144577584.87
Other Receivables,1829504764.86,1279900711.26,1006369645.5,781506436.28
Accounts Receivable,6054131732.23,5392897115.69,4398897324.21,2992566474.62
Allowance For Doubtful Accounts Receivable,-727795236.58,-557504361.05,-407639393.12,-274619597.61
Gross Accounts Receivable,6781926968.81,5950401476.74,4806536717.33,3267186072.23
Cash Cash Equivalents And Short Term Investments,2025659961.28,1940655057.17,1986021875.44,2647728469.79
Other Short Term Investments,37670488.5,21232194.62,70206607.91,187050471.12
Cash And Cash Equivalents,1987989472.78,1919422862.55,1915815267.53,2460677998.67
Cash Equivalents,153454581.17,36527858.9,60811542.02,263177034.17
Cash Financial,1834534891.61,1882895003.65,1855003725.51,2197500964.5
