,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1890553169.0,1890553169.0,1890553169.0,1890553169.0
Share Issued,1890553169.0,1890553169.0,1890553169.0,1890553169.0
Net Debt,,,,
Total Debt,30119096.19,45874761.73,13006147.54,1584826969.28
Tangible Book Value,5368248361.77,4999440776.54,4452579755.92,4090899040.04
Invested Capital,5386290265.05,5017747860.44,4471261124.78,5252945839.61
Working Capital,1523381674.45,878616618.25,-19425298.07,443932301.94
Net Tangible Assets,5368248361.77,4999440776.54,4452579755.92,4090899040.04
Capital Lease Obligations,15018368.5,23927086.73,175309.59,12108688.98
Common Stock Equity,5386290265.05,5017747860.44,4471261124.78,4109933833.88
Total Capitalization,5386290265.05,5017747860.44,4471261124.78,5252945839.61
Total Equity Gross Minority Interest,5820954621.32,5401401981.3,4811398141.35,4416752388.06
Minority Interest,434664356.27,383654120.86,340137016.57,306818554.18
Stockholders Equity,5386290265.05,5017747860.44,4471261124.78,4109933833.88
Retained Earnings,2979286340.12,2650304662.54,2151236948.47,1824133534.25
Additional Paid In Capital,80392712.52,86187542.79,626345590.79,626345590.79
Capital Stock,1890553169.0,1890553169.0,1350395121.0,1350395121.0
Common Stock,1890553169.0,1890553169.0,1350395121.0,1350395121.0
Total Liabilities Net Minority Interest,460419964.78,1182116396.06,1223380894.35,2229136349.73
Total Non Current Liabilities Net Minority Interest,28582812.58,37277021.26,7285645.0,1162009474.44
Other Non Current Liabilities,3169828.4,967408.72,750000.0,
Tradeand Other Payables Non Current,2750450.99,2956878.1,2827938.28,6473696.06
Non Current Deferred Revenue,305614.15,342104.01,378593.84,415083.67
Non Current Deferred Taxes Liabilities,7338550.54,9083543.7,3153803.29,
Long Term Debt And Capital Lease Obligation,15018368.5,23927086.73,175309.59,1155120694.71
Long Term Capital Lease Obligation,15018368.5,23927086.73,175309.59,12108688.98
Long Term Debt,,,,1143012005.73
Current Liabilities,431837152.2,1144839374.8,1216095249.35,1067126875.29
Other Current Liabilities,3641521.84,409902997.44,803373218.5,5778755.1
Current Debt And Capital Lease Obligation,15100727.69,21947675.0,12830837.95,429706274.57
Payables,260162531.15,327781265.89,337334720.64,432251868.7
Other Payable,88363688.75,100474917.96,162154249.26,207483478.57
Total Tax Payable,20929980.53,72467234.71,30721838.35,64691433.03
Accounts Payable,150868861.87,154839113.22,144458633.03,160076957.1
Total Assets,6281374586.1,6583518377.36,6034779035.7,6645888737.79
Total Non Current Assets,4326155759.45,4560062384.31,4838109084.42,5134829560.56
Non Current Deferred Assets,,,698516.7,1961514.04
Non Current Deferred Taxes Assets,22899437.05,36031826.96,32276189.08,27075951.96
Investmentin Financial Assets,5447935.38,,,
Available For Sale Securities,5447935.38,,,
Investment Properties,45917428.45,47707556.59,49497645.68,50538170.8
Goodwill And Other Intangible Assets,18041903.28,18307083.9,18681368.86,19034793.84
Other Intangible Assets,18041903.28,18307083.9,18681368.86,19034793.84
Net PPE,4233849055.29,4458015916.86,4736955364.1,5036219129.92
Accumulated Depreciation,-3083258550.47,-2852325656.73,-2543742658.22,-2246520622.96
Gross PPE,7317107605.76,7310341573.59,7280698022.32,7282739752.88
Construction In Progress,46351.0,46351.0,46351.0,46351.0
Other Properties,6716515340.63,6721720295.12,6697508725.06,6704737492.23
Machinery Furniture Equipment,403469268.78,391498282.12,386066300.91,381934167.45
Buildings And Improvements,,,,
Properties,197076645.35,197076645.35,197076645.35,196021742.2
Current Assets,1955218826.65,2023455993.05,1196669951.28,1511059177.23
Other Current Assets,23472655.85,3233242.47,1000.0,3402118.53
Prepaid Assets,3711605.05,1621672.24,9227253.25,2854836.75
Inventory,145691541.12,322587882.42,64799149.86,222006405.77
Other Inventories,136688596.52,318372598.57,,
Finished Goods,3891605.68,1084569.75,61081368.65,219220799.88
Raw Materials,5111338.92,3130714.1,3717781.21,2785605.89
Other Receivables,9257810.71,42831803.43,15566714.66,21261802.87
Accounts Receivable,102723371.54,140670732.98,174087550.84,106506929.65
Allowance For Doubtful Accounts Receivable,-13860045.97,-12183849.79,-6924531.01,-3845271.01
Gross Accounts Receivable,116583417.51,152854582.77,181012081.85,110352200.66
Cash Cash Equivalents And Short Term Investments,1670361842.38,1512510659.51,932988282.67,1155027083.66
Cash And Cash Equivalents,1670361842.38,1512510659.51,932988282.67,1155027083.66
Cash Equivalents,0.0,8152075.88,0.0,3085682.0
Cash Financial,1670361842.38,1504358583.63,932988282.67,1151941401.66
