,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,767263304.72,993363356.99,624177101.85,728518592.08
Repayment Of Debt,-800000000.0,-800000000.0,-1558012005.73,-352000000.0
Issuance Of Debt,400000000.0,400000000.0,798816438.36,
Capital Expenditure,-18226414.41,-15133421.42,-19441208.27,-56549730.22
End Cash Position,1657478120.16,1498636912.4,929860886.02,1149291285.22
Beginning Cash Position,1498636912.4,929860886.02,1149291285.22,868910028.83
Changes In Cash,158841207.76,568776026.38,-219430399.2,280381256.39
Financing Cash Flow,-608596516.96,-417474311.27,-844182882.15,-448922586.81
Net Other Financing Charges,-22903069.5,-2679790.72,-10245155.95,-16221098.95
Cash Dividends Paid,-185693447.46,-14794520.55,-74742158.83,-80701487.86
Net Issuance Payments Of Debt,-400000000.0,-400000000.0,-759195567.37,-352000000.0
Net Long Term Debt Issuance,-400000000.0,-400000000.0,-759195567.37,-352000000.0
Long Term Debt Payments,-800000000.0,-800000000.0,-1558012005.73,-352000000.0
Long Term Debt Issuance,400000000.0,400000000.0,798816438.36,
Investing Cash Flow,-18051994.41,-22246440.76,-18865827.17,-55764479.1
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,,-7279099.34,,
Purchase Of Investment,,-7279099.34,,
Net PPE Purchase And Sale,-18051994.41,-14967341.42,-18865827.17,-55764479.1
Sale Of PPE,174420.0,166080.0,575381.1,785251.12
Purchase Of PPE,-18226414.41,-15133421.42,-19441208.27,-56549730.22
Capital Expenditure Reported,,,,
Operating Cash Flow,785489719.13,1008496778.41,643618310.12,785068322.3
Change In Working Capital,-64290085.55,77576533.31,-157885978.2,34119060.96
Change In Other Current Assets,11432166.44,2174102.53,-1918411.43,-113059.46
Change In Payable,-301128496.63,284839336.07,-248317991.73,18318758.82
Change In Inventory,176896341.3,-257788732.56,157207255.91,-23234251.52
Change In Receivables,48509903.34,48351827.27,-64856830.95,39147613.12
Other Non Cash Items,10892063.0,21657633.02,42573112.58,83424730.26
Deferred Tax,,,,
Depreciation And Amortization,248081583.93,325742985.16,318257318.87,311025713.44
Amortization Cash Flow,674867.18,632034.96,595433.84,546677.83
Depreciation,247406716.75,325110950.2,317661885.03,310479035.61
Gain Loss On Investment Securities,,,,161638.13
Gain Loss On Sale Of PPE,-61013.01,116289.43,4624069.89,24282576.7
Net Income From Continuing Operations,589956120.16,590003839.95,426927209.17,328406239.14
Cash Flowsfromusedin Operating Activities Direct,785489719.13,1008496778.41,643618310.12,785068322.3
Taxes Refund Paid Direct,-244221832.69,-198418720.86,-197027693.44,-124281243.15
Classesof Cash Payments,-392755304.83,-728047939.27,-463911198.75,-551644242.65
Other Cash Paymentsfrom Operating Activities,-20542446.33,-51468675.9,-39755920.0,-52840267.24
Paymentson Behalfof Employees,-131620171.97,-142122757.09,-128588228.47,-131624084.98
Paymentsto Suppliersfor Goodsand Services,-240592686.53,-534456506.28,-295567050.28,-367179890.43
Classesof Cash Receiptsfrom Operating Activities,1422466856.65,1934963438.54,1304557202.31,1460993808.1
Other Cash Receiptsfrom Operating Activities,80151647.01,75521768.1,32245730.72,84023875.96
Receiptsfrom Customers,1342315209.64,1859441670.44,1272311471.59,1376969932.14
