,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1133684103.0,1133684103.0,1133684103.0,1133684103.0
Share Issued,1133684103.0,1133684103.0,1133684103.0,1133684103.0
Net Debt,,,406773662.26,107817648.78
Total Debt,284936418.66,802902502.64,1256002306.4,444602550.8
Tangible Book Value,2548426680.97,2565321820.38,2571099651.6,2340882853.87
Invested Capital,2962772966.0,3447661484.12,3951977514.64,2910335223.13
Working Capital,1717885319.21,1720699461.01,1826551681.68,1556898536.06
Net Tangible Assets,2548426680.97,2565321820.38,2571099651.6,2340882853.87
Capital Lease Obligations,5564402.58,,1895693.47,5742085.21
Common Stock Equity,2688098394.43,2697547128.58,2702176590.93,2475528328.92
Total Capitalization,2716933030.87,2717780628.58,2784110090.93,2475528328.92
Total Equity Gross Minority Interest,2700497442.86,2706482106.17,2728327157.02,2524691083.66
Minority Interest,12399048.43,8934977.59,26150566.09,49162754.74
Stockholders Equity,2688098394.43,2697547128.58,2702176590.93,2475528328.92
Treasury Stock,226250945.51,119868493.51,100078331.51,
Retained Earnings,710167487.75,501217146.01,559965568.75,301422902.94
Additional Paid In Capital,986433231.66,986433231.66,986433231.66,986433231.66
Capital Stock,1133684103.0,1133684103.0,1133684103.0,1133684103.0
Common Stock,1133684103.0,1133684103.0,1133684103.0,1133684103.0
Total Liabilities Net Minority Interest,1425937287.23,1811157663.62,2226106381.23,1953055496.62
Total Non Current Liabilities Net Minority Interest,144853626.05,69260462.12,132349319.43,60262032.79
Tradeand Other Payables Non Current,1120000.0,1300000.0,1680000.0,20130000.0
Non Current Deferred Revenue,106594689.62,44555531.01,42551387.61,29429284.26
Non Current Deferred Taxes Liabilities,2739897.41,3171431.11,4288738.35,4960663.32
Long Term Debt And Capital Lease Obligation,34399039.02,20233500.0,83829193.47,5742085.21
Long Term Capital Lease Obligation,5564402.58,,1895693.47,5742085.21
Long Term Debt,28834636.44,20233500.0,81933500.0,
Current Liabilities,1281083661.18,1741897201.5,2093757061.8,1892793463.83
Other Current Liabilities,27628509.37,32370672.92,17806280.79,18163057.15
Current Debt And Capital Lease Obligation,250537379.64,782669002.64,1172173112.93,438860465.59
Current Debt,245839935.13,729880855.54,1167867423.71,434806894.21
Payables,956790522.7,879928599.93,858800470.03,1396515522.28
Other Payable,209276147.49,183395361.2,169388827.47,169162225.09
Dividends Payable,,,,
Total Tax Payable,41703864.82,44301242.12,58376780.81,34515546.26
Accounts Payable,705810510.39,652231996.61,631034861.75,1192837750.93
Total Assets,4126434730.09,4517639769.79,4954433538.25,4477746580.28
Total Non Current Assets,1127465749.7,1055043107.28,1034124794.77,1028054580.39
Other Non Current Assets,16471914.83,25512334.39,11029060.01,11839236.4
Non Current Deferred Assets,27629817.92,1214182.09,218677.69,1045126.08
Non Current Deferred Taxes Assets,40877973.68,25679510.3,10386120.21,4920254.98
Investmentin Financial Assets,,,50000.0,
Available For Sale Securities,,,50000.0,
Long Term Equity Investment,10607716.48,10587538.03,10528098.31,10466952.0
Investment Properties,14942822.54,19432645.56,13372902.49,14710343.32
Goodwill And Other Intangible Assets,139671713.46,132225308.2,131076939.33,134645475.05
Other Intangible Assets,139671713.46,132225308.2,131076939.33,134645475.05
Net PPE,877263790.79,840391588.71,857462996.73,850427192.56
Accumulated Depreciation,-890055045.53,-778041814.77,-757470493.08,-673222959.22
Gross PPE,1767318836.32,1618433403.48,1614933489.81,1523650151.78
Construction In Progress,30937013.8,39692279.63,74969549.05,165810571.24
Other Properties,940892167.55,863558524.67,868297117.02,778333564.69
Machinery Furniture Equipment,11238792.3,11156214.39,13525570.56,13276711.45
Buildings And Improvements,,,,566229304.4
Properties,784250862.67,704026384.79,658141253.18,566229304.4
Current Assets,2998968980.39,3462596662.51,3920308743.48,3449691999.89
Other Current Assets,350103769.48,470935331.84,644124886.45,653493513.08
Assets Held For Sale Current,1383002.55,1383002.55,,
Prepaid Assets,63136715.7,37311380.74,47697246.08,43589202.79
Inventory,736001732.67,786160405.41,943365389.99,1171240358.85
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,23139973.1,,
Finished Goods,281962551.72,268969001.28,306079487.27,349052197.09
Work In Process,257673555.8,254323462.51,268343664.46,379966056.24
Raw Materials,196365625.15,239727968.52,368942238.26,442222105.52
Other Receivables,173531977.53,341151915.08,166279768.32,76651234.64
Accounts Receivable,929703252.51,979089591.52,1170108922.18,1023914617.92
Allowance For Doubtful Accounts Receivable,-28445603.38,-26409968.78,-31799343.25,-33334854.89
Gross Accounts Receivable,958148855.89,968829481.89,1201908265.43,1057249472.81
Cash Cash Equivalents And Short Term Investments,745108529.95,846565035.37,948732530.46,480803072.61
Other Short Term Investments,,16.3,105705269.01,153813827.18
Cash And Cash Equivalents,745108529.95,846565019.07,843027261.45,326989245.43
Cash Equivalents,77497850.27,8349368.78,92841761.33,112181838.07
Cash Financial,667610679.68,788356224.35,750185500.12,214807407.36
