,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,6278182053.58,4462929438.04,-5300015370.66,-509862676.65
Repayment Of Debt,-23605190000.0,-18189120000.0,-10276480000.0,-9553380000.0
Issuance Of Debt,26636110000.0,25322360000.0,14786020000.0,10793110000.0
Capital Expenditure,-260865579.52,-177990006.47,-327699248.72,-294528036.01
End Cash Position,36720535793.67,29008710747.48,19075507504.84,21039423188.35
Beginning Cash Position,29008710747.48,19075507504.84,21039423188.35,21810469722.02
Effect Of Exchange Rate Changes,-8893209.41,7816745.64,6033698.16,22136654.57
Changes In Cash,7720718255.6,9925386497.0,-1969949381.67,-793183188.24
Financing Cash Flow,1574498559.15,5845339499.71,3460817535.53,192259938.28
Net Other Financing Charges,-123485203.95,-196183290.81,-129080817.67,-148521822.87
Cash Dividends Paid,-1332936236.9,-1091717209.48,-919641646.8,-898948238.85
Net Issuance Payments Of Debt,3030920000.0,7133240000.0,4509540000.0,1239730000.0
Net Long Term Debt Issuance,3030920000.0,7133240000.0,4509540000.0,1239730000.0
Long Term Debt Payments,-23605190000.0,-18189120000.0,-10276480000.0,-9553380000.0
Long Term Debt Issuance,26636110000.0,25322360000.0,14786020000.0,10793110000.0
Investing Cash Flow,-392827936.65,-560872447.22,-458450795.26,-770108485.88
Net Investment Purchase And Sale,-132065986.43,-383647042.7,-175818560.39,-476934564.95
Sale Of Investment,193664013.57,61022957.3,216781439.61,15465146.8
Purchase Of Investment,-325730000.0,-444670000.0,-392600000.0,-492399711.75
Net PPE Purchase And Sale,-260761950.22,-177225404.52,-282632234.87,-293173920.93
Sale Of PPE,103629.3,764601.95,45067013.85,1354115.08
Purchase Of PPE,-260865579.52,-177990006.47,-327699248.72,-294528036.01
Operating Cash Flow,6539047633.1,4640919444.51,-4972316121.94,-215334640.64
Change In Working Capital,3522368754.32,2570498343.8,-6786996024.41,-2426042515.39
Change In Other Current Assets,-5264368.65,-19700218.3,78635944.2,42623903.85
Change In Payable,-1258876160.2,14778740924.93,-151986510.09,-1574077237.02
Change In Receivables,-3329469941.28,-1246845666.53,-1075454424.94,1837023961.89
Other Non Cash Items,741903427.64,712832365.16,657511735.11,568474352.8
Provisionand Write Offof Assets,-3234499.09,-7450585.11,12433543.2,-90907895.75
Depreciation And Amortization,266277104.8,255771338.94,205013988.23,178865161.12
Amortization Cash Flow,77837589.32,73569050.68,60822126.3,44858294.86
Depreciation,188439515.48,182202288.26,144191861.93,134006866.26
Gain Loss On Investment Securities,-64112343.2,-379196070.76,-317554881.15,403447491.18
Net Foreign Currency Exchange Gain Loss,-31296.37,38990.9,-586293.55,-1132195.95
Gain Loss On Sale Of PPE,-206589.4,-268892.76,-33976128.84,-115738.37
Net Income From Continuing Operations,2111083074.4,1488693954.34,1291837939.47,1152076699.72
Cash Flowsfromusedin Operating Activities Direct,6539047633.1,4640919444.51,-4972316121.94,-215334640.64
Classesof Cash Payments,-16710765970.38,-13955844376.29,-10946736981.97,-7873052012.73
Other Cash Paymentsfrom Operating Activities,-1389686108.41,-9978856214.0,-7275433548.91,-5283387575.93
Paymentson Behalfof Employees,-1310294780.34,-1212386689.56,-1137646293.77,-1142251112.78
Classesof Cash Receiptsfrom Operating Activities,23249813603.48,18596763820.8,5974420860.03,7657717372.09
Other Cash Receiptsfrom Operating Activities,26241666.9,162951565.21,312960847.09,478964901.65
