,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1442184476.0,1442184476.0,1442184476.0,1442184476.0
Share Issued,1442184476.0,1442184476.0,1442184476.0,1442184476.0
Net Debt,2510032975.71,2374438280.96,3267817126.76,3163984431.26
Total Debt,3492103982.21,3974827535.46,4418494609.63,5742693458.05
Tangible Book Value,1323002279.93,2322224331.63,3025376031.08,2985286704.23
Invested Capital,4339435247.85,5548195844.14,7444497756.57,8350398722.18
Working Capital,-3592868349.44,-2567940745.62,-2246230446.24,-2776692047.51
Net Tangible Assets,1323002279.93,2322224331.63,3025376031.08,2985286704.23
Capital Lease Obligations,78726745.53,,,
Common Stock Equity,1510104218.29,2493388060.59,3291928999.19,3261356890.06
Total Capitalization,1510104218.29,2573388060.59,4053676639.46,3719077778.95
Total Equity Gross Minority Interest,1520828937.8,2493388060.59,3291928999.19,3261356890.06
Minority Interest,10724719.51,,,
Stockholders Equity,1510104218.29,2493388060.59,3291928999.19,3261356890.06
Treasury Stock,204000000.0,204000000.0,204000000.0,204000000.0
Retained Earnings,-1768409611.88,-785168389.98,13323704.44,-14066742.59
Additional Paid In Capital,1800277835.0,1800277835.0,1800277835.0,1800277835.0
Capital Stock,1442184476.0,1442184476.0,1442184476.0,1442184476.0
Common Stock,1442184476.0,1442184476.0,1442184476.0,1442184476.0
Total Liabilities Net Minority Interest,6255191129.99,6505018624.9,6343202027.19,7439442664.19
Total Non Current Liabilities Net Minority Interest,306154672.51,541146082.47,1330882520.22,787686535.75
Other Non Current Liabilities,,30000000.0,30000000.0,1971275.64
Tradeand Other Payables Non Current,185311987.14,412393304.69,516518768.77,309959371.14
Non Current Deferred Revenue,18762883.68,18752777.78,22616111.18,18035000.08
Non Current Deferred Taxes Liabilities,23353056.16,,,
Long Term Debt And Capital Lease Obligation,78726745.53,80000000.0,761747640.27,457720888.89
Long Term Capital Lease Obligation,78726745.53,,,
Long Term Debt,,80000000.0,761747640.27,457720888.89
Current Liabilities,5949036457.48,5963872542.43,5012319506.97,6651756128.44
Other Current Liabilities,381152638.69,371636620.61,174211733.57,110594552.79
Current Debt And Capital Lease Obligation,3413377236.68,3894827535.46,3656746969.36,5284972569.16
Current Debt,2829331029.56,2974807783.55,3390821117.11,4631320943.23
Payables,2114294762.29,1673541395.1,1160487984.68,1230166230.15
Other Payable,1529715817.45,502969761.04,354285881.89,345231902.17
Dividends Payable,3338056.67,,,
Total Tax Payable,40725991.33,55560448.92,23697580.35,41395433.64
Accounts Payable,540514896.84,1115011185.14,782504522.44,843538894.34
Total Assets,7776020067.79,8998406685.49,9635131026.38,10700799554.25
Total Non Current Assets,5419851959.75,5602474888.68,6869041965.65,6825735473.32
Other Non Current Assets,165952883.09,176463730.66,363727911.46,300700558.69
Non Current Deferred Assets,7068256.93,5777031.92,7900676.39,12319523.55
Non Current Deferred Taxes Assets,241375050.33,145043993.0,105077410.93,110160096.46
Long Term Equity Investment,267580838.83,19752448.37,21407114.1,6658145.85
Investment Properties,166793057.22,172305130.22,213117478.16,166427619.73
Goodwill And Other Intangible Assets,187101938.36,171163728.96,266552968.11,276070185.83
Other Intangible Assets,187101938.36,171163728.96,266552968.11,276070185.83
Net PPE,4372229934.99,4898218825.55,5885258406.5,5943399343.21
Accumulated Depreciation,-3322098717.1,-2747426684.36,-2320818425.76,-1928146652.02
Gross PPE,7694328652.09,7645645509.91,8206076832.26,7871545995.23
Construction In Progress,145402340.27,174526992.18,522956733.66,722330104.47
Other Properties,414144737.4,328110951.93,337466359.6,343802100.5
Machinery Furniture Equipment,4589197503.53,4603343403.5,4435414018.4,3983721357.03
Buildings And Improvements,,,,
Properties,2545584070.89,2539664162.3,2910239720.6,2821692433.23
Current Assets,2356168108.04,3395931796.81,2766089060.73,3875064080.93
Other Current Assets,9739000.25,15455406.22,25427923.01,28796484.61
Assets Held For Sale Current,,843029789.86,,
Prepaid Assets,17361499.49,13582047.27,83149356.02,157929917.78
Inventory,672104387.37,770056297.4,824532808.58,790193729.31
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,424506217.08,462878495.09,469978065.25,425268342.95
Work In Process,58306542.88,69001628.48,149846854.87,117950019.11
Raw Materials,189291627.41,238176173.83,204707888.46,246975367.25
Other Receivables,563634237.74,238637271.24,184807821.18,219193371.18
Accounts Receivable,774030929.34,834801482.23,763419521.32,753893177.19
Allowance For Doubtful Accounts Receivable,-492314661.87,-395053223.13,-317329281.87,-334977207.78
Gross Accounts Receivable,1266345591.21,1229854705.36,1080748803.19,1088870384.97
Cash Cash Equivalents And Short Term Investments,319298053.85,680369502.59,884751630.62,1925057400.86
Cash And Cash Equivalents,319298053.85,680369502.59,884751630.62,1925057400.86
Cash Equivalents,12006208.29,375238125.57,531110041.68,1557234347.78
Cash Financial,307291845.56,305131377.02,353641588.94,367823053.08
